#    L    TT             EE             TE             PP             TP          
   565   0.235205E+04   0.963821E+01   0.155592E+02   0.700998E+06   0.432331E+02
   566   0.234659E+04   0.982289E+01   0.164247E+02   0.699018E+06   0.437830E+02
   567   0.234099E+04   0.100111E+02   0.172690E+02   0.697047E+06   0.443466E+02
   568   0.233525E+04   0.102044E+02   0.180906E+02   0.695084E+06   0.449237E+02
   569   0.232928E+04   0.104019E+02   0.188917E+02   0.693128E+06   0.455140E+02
   570   0.232325E+04   0.106030E+02   0.196671E+02   0.691181E+06   0.461176E+02
   571   0.231699E+04   0.108085E+02   0.204191E+02   0.689241E+06   0.467340E+02
   572   0.231059E+04   0.110175E+02   0.211476E+02   0.687309E+06   0.473632E+02
   573   0.230411E+04   0.112301E+02   0.218504E+02   0.685385E+06   0.480049E+02
   574   0.229749E+04   0.114470E+02   0.225290E+02   0.683469E+06   0.486590E+02
   575   0.229072E+04   0.116668E+02   0.231812E+02   0.681561E+06   0.493253E+02
   576   0.228388E+04   0.118909E+02   0.238085E+02   0.679660E+06   0.500035E+02
   577   0.227682E+04   0.121187E+02   0.244094E+02   0.677767E+06   0.506935E+02
   578   0.226968E+04   0.123493E+02   0.249831E+02   0.675882E+06   0.513950E+02
   579   0.226247E+04   0.125843E+02   0.255304E+02   0.674004E+06   0.521080E+02
   580   0.225519E+04   0.128222E+02   0.260492E+02   0.672134E+06   0.528321E+02
   581   0.224761E+04   0.130630E+02   0.265415E+02   0.670271E+06   0.535673E+02
   582   0.224002E+04   0.133074E+02   0.270052E+02   0.668416E+06   0.543132E+02
   583   0.223237E+04   0.135547E+02   0.274395E+02   0.666568E+06   0.550698E+02
   584   0.222463E+04   0.138050E+02   0.278460E+02   0.664728E+06   0.558368E+02
   585   0.221682E+04   0.140581E+02   0.282232E+02   0.662895E+06   0.566140E+02
   586   0.220887E+04   0.143135E+02   0.285710E+02   0.661070E+06   0.574013E+02
   587   0.220090E+04   0.145725E+02   0.288894E+02   0.659252E+06   0.581984E+02
   588   0.219279E+04   0.148338E+02   0.291770E+02   0.657441E+06   0.590051E+02
   589   0.218460E+04   0.150979E+02   0.294353E+02   0.655638E+06   0.598214E+02
   590   0.217634E+04   0.153636E+02   0.296636E+02   0.653841E+06   0.606468E+02
   591   0.216807E+04   0.156330E+02   0.298610E+02   0.652052E+06   0.614814E+02
   592   0.215972E+04   0.159031E+02   0.300268E+02   0.650270E+06   0.623248E+02
   593   0.215129E+04   0.161769E+02   0.301634E+02   0.648495E+06   0.631770E+02
   594   0.214271E+04   0.164522E+02   0.302676E+02   0.646727E+06   0.640376E+02
   595   0.213413E+04   0.167283E+02   0.303418E+02   0.644966E+06   0.649065E+02
   596   0.212562E+04   0.170081E+02   0.303837E+02   0.643213E+06   0.657835E+02
   597   0.211703E+04   0.172872E+02   0.303949E+02   0.641466E+06   0.666685E+02
   598   0.210858E+04   0.175694E+02   0.303745E+02   0.639726E+06   0.675611E+02
   599   0.209997E+04   0.178530E+02   0.303233E+02   0.637993E+06   0.684613E+02
   600   0.209129E+04   0.181382E+02   0.302399E+02   0.636267E+06   0.693688E+02
   601   0.208260E+04   0.184249E+02   0.301249E+02   0.634547E+06   0.702835E+02
   602   0.207390E+04   0.187118E+02   0.299776E+02   0.632835E+06   0.712051E+02
   603   0.206512E+04   0.190009E+02   0.298003E+02   0.631129E+06   0.721334E+02
   604   0.205649E+04   0.192900E+02   0.295905E+02   0.629430E+06   0.730683E+02
   605   0.204777E+04   0.195800E+02   0.293491E+02   0.627738E+06   0.740094E+02
   606   0.203912E+04   0.198709E+02   0.290760E+02   0.626052E+06   0.749567E+02
   607   0.203024E+04   0.201626E+02   0.287712E+02   0.624373E+06   0.759098E+02
   608   0.202158E+04   0.204551E+02   0.284346E+02   0.622701E+06   0.768686E+02
   609   0.201298E+04   0.207470E+02   0.280661E+02   0.621035E+06   0.778329E+02
   610   0.200430E+04   0.210390E+02   0.276658E+02   0.619376E+06   0.788024E+02
   611   0.199569E+04   0.213319E+02   0.272344E+02   0.617723E+06   0.797770E+02
   612   0.198714E+04   0.216256E+02   0.267726E+02   0.616077E+06   0.807564E+02
   613   0.197851E+04   0.219165E+02   0.262780E+02   0.614437E+06   0.817404E+02
   614   0.197003E+04   0.222091E+02   0.257522E+02   0.612804E+06   0.827288E+02
   615   0.196153E+04   0.225003E+02   0.251958E+02   0.611177E+06   0.837215E+02
   616   0.195310E+04   0.227924E+02   0.246089E+02   0.609556E+06   0.847181E+02
   617   0.194481E+04   0.230839E+02   0.239913E+02   0.607942E+06   0.857185E+02
   618   0.193651E+04   0.233748E+02   0.233424E+02   0.606334E+06   0.867225E+02
   619   0.192820E+04   0.236659E+02   0.226649E+02   0.604733E+06   0.877299E+02
   620   0.192011E+04   0.239542E+02   0.219568E+02   0.603137E+06   0.887404E+02
   621   0.191194E+04   0.242427E+02   0.212186E+02   0.601548E+06   0.897539E+02
   622   0.190390E+04   0.245299E+02   0.204504E+02   0.599966E+06   0.907701E+02
   623   0.189600E+04   0.248151E+02   0.196543E+02   0.598389E+06   0.917888E+02
   624   0.188809E+04   0.250989E+02   0.188287E+02   0.596819E+06   0.928099E+02
   625   0.188025E+04   0.253816E+02   0.179738E+02   0.595254E+06   0.938330E+02
   626   0.187255E+04   0.256629E+02   0.170909E+02   0.593696E+06   0.948581E+02
   627   0.186499E+04   0.259422E+02   0.161800E+02   0.592144E+06   0.958848E+02
   628   0.185749E+04   0.262195E+02   0.152410E+02   0.590598E+06   0.969130E+02
   629   0.185012E+04   0.264949E+02   0.142747E+02   0.589057E+06   0.979425E+02
   630   0.184275E+04   0.267682E+02   0.132802E+02   0.587523E+06   0.989731E+02
   631   0.183552E+04   0.270396E+02   0.122606E+02   0.585995E+06   0.100004E+03
   632   0.182850E+04   0.273082E+02   0.112134E+02   0.584473E+06   0.101036E+03
   633   0.182147E+04   0.275756E+02   0.101411E+02   0.582956E+06   0.102069E+03
   634   0.181465E+04   0.278389E+02   0.904340E+01   0.581446E+06   0.103102E+03
   635   0.180797E+04   0.281009E+02   0.792076E+01   0.579941E+06   0.104134E+03
   636   0.180127E+04   0.283609E+02   0.677378E+01   0.578442E+06   0.105167E+03
   637   0.179479E+04   0.286161E+02   0.560184E+01   0.576949E+06   0.106199E+03
   638   0.178845E+04   0.288700E+02   0.440704E+01   0.575462E+06   0.107230E+03
   639   0.178224E+04   0.291198E+02   0.318840E+01   0.573980E+06   0.108261E+03
   640   0.177617E+04   0.293677E+02   0.194746E+01   0.572504E+06   0.109290E+03
   641   0.177024E+04   0.296121E+02   0.684153E+00   0.571034E+06   0.110319E+03
   642   0.176437E+04   0.298525E+02  -0.600773E+00   0.569569E+06   0.111346E+03
   643   0.175871E+04   0.300909E+02  -0.190688E+01   0.568110E+06   0.112371E+03
   644   0.175326E+04   0.303237E+02  -0.323352E+01   0.566657E+06   0.113394E+03
   645   0.174788E+04   0.305538E+02  -0.458046E+01   0.565209E+06   0.114415E+03
   646   0.174263E+04   0.307806E+02  -0.594704E+01   0.563766E+06   0.115434E+03
   647   0.173766E+04   0.310033E+02  -0.733317E+01   0.562329E+06   0.116451E+03
   648   0.173268E+04   0.312226E+02  -0.873694E+01   0.560898E+06   0.117464E+03
   649   0.172799E+04   0.314370E+02  -0.101591E+02   0.559472E+06   0.118475E+03
   650   0.172343E+04   0.316474E+02  -0.115983E+02   0.558051E+06   0.119483E+03
   651   0.171901E+04   0.318552E+02  -0.130545E+02   0.556636E+06   0.120487E+03
   652   0.171472E+04   0.320581E+02  -0.145270E+02   0.555226E+06   0.121488E+03
   653   0.171072E+04   0.322555E+02  -0.160144E+02   0.553821E+06   0.122485E+03
   654   0.170678E+04   0.324495E+02  -0.175159E+02   0.552422E+06   0.123478E+03
   655   0.170298E+04   0.326394E+02  -0.190324E+02   0.551028E+06   0.124468E+03
   656   0.169946E+04   0.328245E+02  -0.205623E+02   0.549639E+06   0.125454E+03
   657   0.169608E+04   0.330048E+02  -0.221043E+02   0.548255E+06   0.126436E+03
   658   0.169276E+04   0.331810E+02  -0.236592E+02   0.546877E+06   0.127413E+03
   659   0.168980E+04   0.333523E+02  -0.252254E+02   0.545503E+06   0.128387E+03
   660   0.168697E+04   0.335180E+02  -0.268024E+02   0.544135E+06   0.129356E+03
   661   0.168429E+04   0.336790E+02  -0.283886E+02   0.542772E+06   0.130320E+03
   662   0.168181E+04   0.338358E+02  -0.299855E+02   0.541415E+06   0.131280E+03
   663   0.167948E+04   0.339877E+02  -0.315918E+02   0.540062E+06   0.132235E+03
   664   0.167735E+04   0.341334E+02  -0.332052E+02   0.538714E+06   0.133185E+03
   665   0.167537E+04   0.342742E+02  -0.348265E+02   0.537372E+06   0.134131E+03
   666   0.167359E+04   0.344101E+02  -0.364543E+02   0.536034E+06   0.135071E+03
   667   0.167203E+04   0.345405E+02  -0.380886E+02   0.534701E+06   0.136006E+03
   668   0.167054E+04   0.346660E+02  -0.397287E+02   0.533374E+06   0.136936E+03
   669   0.166940E+04   0.347860E+02  -0.413731E+02   0.532051E+06   0.137860E+03
   670   0.166833E+04   0.349003E+02  -0.430205E+02   0.530733E+06   0.138779E+03
   671   0.166755E+04   0.350105E+02  -0.446723E+02   0.529420E+06   0.139693E+03
   672   0.166683E+04   0.351137E+02  -0.463271E+02   0.528112E+06   0.140600E+03
   673   0.166640E+04   0.352127E+02  -0.479827E+02   0.526809E+06   0.141502E+03
   674   0.166611E+04   0.353054E+02  -0.496399E+02   0.525511E+06   0.142397E+03
   675   0.166603E+04   0.353925E+02  -0.512980E+02   0.524217E+06   0.143287E+03
   676   0.166609E+04   0.354740E+02  -0.529548E+02   0.522928E+06   0.144170E+03
   677   0.166637E+04   0.355499E+02  -0.546111E+02   0.521644E+06   0.145047E+03
   678   0.166686E+04   0.356195E+02  -0.562661E+02   0.520365E+06   0.145918E+03
   679   0.166749E+04   0.356842E+02  -0.579185E+02   0.519090E+06   0.146782E+03
   680   0.166842E+04   0.357433E+02  -0.595683E+02   0.517820E+06   0.147639E+03
   681   0.166948E+04   0.357961E+02  -0.612132E+02   0.516555E+06   0.148490E+03
   682   0.167068E+04   0.358425E+02  -0.628548E+02   0.515295E+06   0.149333E+03
   683   0.167217E+04   0.358848E+02  -0.644925E+02   0.514039E+06   0.150170E+03
   684   0.167373E+04   0.359192E+02  -0.661240E+02   0.512787E+06   0.150999E+03
   685   0.167543E+04   0.359488E+02  -0.677493E+02   0.511540E+06   0.151822E+03
   686   0.167735E+04   0.359721E+02  -0.693596E+02   0.510298E+06   0.152637E+03
   687   0.167956E+04   0.359904E+02  -0.709661E+02   0.509060E+06   0.153444E+03
   688   0.168183E+04   0.360017E+02  -0.725665E+02   0.507827E+06   0.154244E+03
   689   0.168432E+04   0.360074E+02  -0.741535E+02   0.506598E+06   0.155036E+03
   690   0.168695E+04   0.360082E+02  -0.757346E+02   0.505374E+06   0.155821E+03
   691   0.168980E+04   0.360011E+02  -0.773024E+02   0.504154E+06   0.156597E+03
   692   0.169280E+04   0.359899E+02  -0.788569E+02   0.502938E+06   0.157365E+03
   693   0.169601E+04   0.359724E+02  -0.804055E+02   0.501727E+06   0.158126E+03
   694   0.169928E+04   0.359485E+02  -0.819335E+02   0.500520E+06   0.158878E+03
   695   0.170285E+04   0.359205E+02  -0.834483E+02   0.499318E+06   0.159621E+03
   696   0.170657E+04   0.358853E+02  -0.849649E+02   0.498120E+06   0.160356E+03
   697   0.171042E+04   0.358446E+02  -0.864535E+02   0.496926E+06   0.161083E+03
   698   0.171442E+04   0.357975E+02  -0.879290E+02   0.495736E+06   0.161801E+03
   699   0.171857E+04   0.357455E+02  -0.893842E+02   0.494551E+06   0.162509E+03
   700   0.172293E+04   0.356871E+02  -0.908263E+02   0.493370E+06   0.163209E+03
   701   0.172743E+04   0.356231E+02  -0.922555E+02   0.492193E+06   0.163900E+03
   702   0.173209E+04   0.355542E+02  -0.936569E+02   0.491020E+06   0.164582E+03
   703   0.173688E+04   0.354790E+02  -0.950603E+02   0.489851E+06   0.165255E+03
   704   0.174182E+04   0.353988E+02  -0.964284E+02   0.488687E+06   0.165918E+03
   705   0.174683E+04   0.353122E+02  -0.977762E+02   0.487527E+06   0.166571E+03
   706   0.175206E+04   0.352207E+02  -0.991111E+02   0.486370E+06   0.167216E+03
   707   0.175736E+04   0.351236E+02  -0.100426E+03   0.485218E+06   0.167850E+03
   708   0.176296E+04   0.350214E+02  -0.101705E+03   0.484070E+06   0.168475E+03
   709   0.176856E+04   0.349137E+02  -0.102979E+03   0.482926E+06   0.169091E+03
   710   0.177437E+04   0.348002E+02  -0.104225E+03   0.481786E+06   0.169696E+03
   711   0.178026E+04   0.346817E+02  -0.105443E+03   0.480650E+06   0.170291E+03
   712   0.178629E+04   0.345583E+02  -0.106649E+03   0.479518E+06   0.170877E+03
   713   0.179255E+04   0.344291E+02  -0.107819E+03   0.478389E+06   0.171452E+03
   714   0.179873E+04   0.342957E+02  -0.108969E+03   0.477265E+06   0.172017E+03
   715   0.180513E+04   0.341566E+02  -0.110099E+03   0.476145E+06   0.172572E+03
   716   0.181168E+04   0.340125E+02  -0.111201E+03   0.475029E+06   0.173117E+03
   717   0.181830E+04   0.338641E+02  -0.112268E+03   0.473916E+06   0.173651E+03
   718   0.182500E+04   0.337106E+02  -0.113322E+03   0.472808E+06   0.174174E+03
   719   0.183185E+04   0.335507E+02  -0.114333E+03   0.471703E+06   0.174687E+03
   720   0.183869E+04   0.333872E+02  -0.115332E+03   0.470602E+06   0.175189E+03
   721   0.184584E+04   0.332202E+02  -0.116288E+03   0.469505E+06   0.175681E+03
   722   0.185291E+04   0.330473E+02  -0.117216E+03   0.468412E+06   0.176161E+03
   723   0.186013E+04   0.328709E+02  -0.118124E+03   0.467322E+06   0.176631E+03
   724   0.186743E+04   0.326894E+02  -0.119004E+03   0.466237E+06   0.177089E+03
   725   0.187480E+04   0.325044E+02  -0.119849E+03   0.465155E+06   0.177537E+03
   726   0.188232E+04   0.323164E+02  -0.120659E+03   0.464077E+06   0.177973E+03
   727   0.188985E+04   0.321227E+02  -0.121449E+03   0.463002E+06   0.178398E+03
   728   0.189745E+04   0.319238E+02  -0.122204E+03   0.461931E+06   0.178811E+03
   729   0.190513E+04   0.317220E+02  -0.122931E+03   0.460864E+06   0.179213E+03
   730   0.191281E+04   0.315167E+02  -0.123623E+03   0.459801E+06   0.179604E+03
   731   0.192072E+04   0.313062E+02  -0.124280E+03   0.458741E+06   0.179983E+03
   732   0.192855E+04   0.310942E+02  -0.124901E+03   0.457685E+06   0.180350E+03
   733   0.193654E+04   0.308772E+02  -0.125503E+03   0.456632E+06   0.180705E+03
   734   0.194453E+04   0.306572E+02  -0.126054E+03   0.455583E+06   0.181048E+03
   735   0.195261E+04   0.304328E+02  -0.126593E+03   0.454537E+06   0.181380E+03
   736   0.196061E+04   0.302055E+02  -0.127082E+03   0.453495E+06   0.181699E+03
   737   0.196876E+04   0.299759E+02  -0.127550E+03   0.452457E+06   0.182006E+03
   738   0.197685E+04   0.297434E+02  -0.127969E+03   0.451422E+06   0.182301E+03
   739   0.198501E+04   0.295072E+02  -0.128360E+03   0.450391E+06   0.182583E+03
   740   0.199318E+04   0.292681E+02  -0.128724E+03   0.449363E+06   0.182853E+03
   741   0.200143E+04   0.290252E+02  -0.129052E+03   0.448338E+06   0.183111E+03
   742   0.200969E+04   0.287823E+02  -0.129338E+03   0.447317E+06   0.183356E+03
   743   0.201795E+04   0.285371E+02  -0.129596E+03   0.446299E+06   0.183588E+03
   744   0.202629E+04   0.282882E+02  -0.129812E+03   0.445285E+06   0.183808E+03
   745   0.203456E+04   0.280371E+02  -0.130007E+03   0.444274E+06   0.184014E+03
   746   0.204277E+04   0.277844E+02  -0.130146E+03   0.443267E+06   0.184208E+03
   747   0.205099E+04   0.275287E+02  -0.130264E+03   0.442262E+06   0.184389E+03
   748   0.205928E+04   0.272721E+02  -0.130347E+03   0.441261E+06   0.184556E+03
   749   0.206759E+04   0.270118E+02  -0.130402E+03   0.440264E+06   0.184711E+03
   750   0.207582E+04   0.267514E+02  -0.130415E+03   0.439270E+06   0.184852E+03
   751   0.208407E+04   0.264887E+02  -0.130393E+03   0.438279E+06   0.184979E+03
   752   0.209232E+04   0.262259E+02  -0.130329E+03   0.437291E+06   0.185094E+03
   753   0.210051E+04   0.259600E+02  -0.130237E+03   0.436306E+06   0.185195E+03
   754   0.210863E+04   0.256941E+02  -0.130102E+03   0.435325E+06   0.185283E+03
   755   0.211684E+04   0.254265E+02  -0.129939E+03   0.434347E+06   0.185359E+03
   756   0.212483E+04   0.251581E+02  -0.129742E+03   0.433372E+06   0.185421E+03
   757   0.213298E+04   0.248895E+02  -0.129501E+03   0.432400E+06   0.185471E+03
   758   0.214091E+04   0.246193E+02  -0.129225E+03   0.431432E+06   0.185508E+03
   759   0.214893E+04   0.243483E+02  -0.128922E+03   0.430466E+06   0.185533E+03
   760   0.215680E+04   0.240771E+02  -0.128583E+03   0.429504E+06   0.185545E+03
   761   0.216462E+04   0.238057E+02  -0.128208E+03   0.428545E+06   0.185545E+03
   762   0.217251E+04   0.235342E+02  -0.127798E+03   0.427589E+06   0.185533E+03
   763   0.218019E+04   0.232633E+02  -0.127353E+03   0.426636E+06   0.185509E+03
   764   0.218788E+04   0.229914E+02  -0.126879E+03   0.425686E+06   0.185473E+03
   765   0.219543E+04   0.227194E+02  -0.126362E+03   0.424739E+06   0.185424E+03
   766   0.220299E+04   0.224487E+02  -0.125818E+03   0.423795E+06   0.185365E+03
   767   0.221041E+04   0.221786E+02  -0.125237E+03   0.422855E+06   0.185293E+03
   768   0.221777E+04   0.219083E+02  -0.124613E+03   0.421917E+06   0.185210E+03
   769   0.222506E+04   0.216377E+02  -0.123969E+03   0.420982E+06   0.185116E+03
   770   0.223221E+04   0.213692E+02  -0.123288E+03   0.420051E+06   0.185010E+03
   771   0.223930E+04   0.211012E+02  -0.122572E+03   0.419122E+06   0.184893E+03
   772   0.224625E+04   0.208345E+02  -0.121812E+03   0.418196E+06   0.184765E+03
   773   0.225314E+04   0.205691E+02  -0.121032E+03   0.417274E+06   0.184625E+03
   774   0.225988E+04   0.203049E+02  -0.120222E+03   0.416354E+06   0.184475E+03
   775   0.226664E+04   0.200419E+02  -0.119377E+03   0.415437E+06   0.184315E+03
   776   0.227311E+04   0.197810E+02  -0.118503E+03   0.414523E+06   0.184143E+03
   777   0.227951E+04   0.195212E+02  -0.117593E+03   0.413612E+06   0.183961E+03
   778   0.228600E+04   0.192635E+02  -0.116647E+03   0.412704E+06   0.183769E+03
   779   0.229213E+04   0.190077E+02  -0.115679E+03   0.411799E+06   0.183566E+03
   780   0.229820E+04   0.187524E+02  -0.114676E+03   0.410896E+06   0.183353E+03
   781   0.230420E+04   0.185013E+02  -0.113651E+03   0.409997E+06   0.183129E+03
   782   0.230998E+04   0.182514E+02  -0.112604E+03   0.409100E+06   0.182896E+03
   783   0.231571E+04   0.180042E+02  -0.111514E+03   0.408206E+06   0.182653E+03
   784   0.232130E+04   0.177596E+02  -0.110394E+03   0.407315E+06   0.182400E+03
   785   0.232667E+04   0.175170E+02  -0.109253E+03   0.406427E+06   0.182137E+03
   786   0.233198E+04   0.172771E+02  -0.108061E+03   0.405541E+06   0.181865E+03
   787   0.233708E+04   0.170405E+02  -0.106854E+03   0.404658E+06   0.181583E+03
   788   0.234204E+04   0.168059E+02  -0.105626E+03   0.403778E+06   0.181292E+03
   789   0.234687E+04   0.165732E+02  -0.104376E+03   0.402901E+06   0.180992E+03
   790   0.235163E+04   0.163461E+02  -0.103089E+03   0.402026E+06   0.180682E+03
   791   0.235618E+04   0.161209E+02  -0.101774E+03   0.401155E+06   0.180363E+03
   792   0.236059E+04   0.158998E+02  -0.100443E+03   0.400285E+06   0.180036E+03
   793   0.236479E+04   0.156828E+02  -0.990760E+02   0.399419E+06   0.179699E+03
   794   0.236878E+04   0.154691E+02  -0.976944E+02   0.398555E+06   0.179354E+03
   795   0.237264E+04   0.152581E+02  -0.962833E+02   0.397694E+06   0.179000E+03
   796   0.237650E+04   0.150519E+02  -0.948575E+02   0.396835E+06   0.178638E+03
   797   0.238000E+04   0.148484E+02  -0.934023E+02   0.395979E+06   0.178267E+03
   798   0.238337E+04   0.146496E+02  -0.919323E+02   0.395126E+06   0.177888E+03
   799   0.238660E+04   0.144549E+02  -0.904402E+02   0.394275E+06   0.177501E+03
   800   0.238970E+04   0.142636E+02  -0.889259E+02   0.393427E+06   0.177105E+03
   801   0.239258E+04   0.140770E+02  -0.873968E+02   0.392582E+06   0.176702E+03
   802   0.239518E+04   0.138945E+02  -0.858305E+02   0.391739E+06   0.176291E+03
   803   0.239779E+04   0.137153E+02  -0.842641E+02   0.390898E+06   0.175872E+03
   804   0.240011E+04   0.135417E+02  -0.826680E+02   0.390061E+06   0.175445E+03
   805   0.240238E+04   0.133722E+02  -0.810569E+02   0.389225E+06   0.175010E+03
   806   0.240435E+04   0.132067E+02  -0.794307E+02   0.388392E+06   0.174568E+03
   807   0.240612E+04   0.130467E+02  -0.777895E+02   0.387562E+06   0.174118E+03
   808   0.240767E+04   0.128916E+02  -0.761258E+02   0.386734E+06   0.173661E+03
   809   0.240916E+04   0.127414E+02  -0.744544E+02   0.385909E+06   0.173196E+03
   810   0.241036E+04   0.125959E+02  -0.727604E+02   0.385086E+06   0.172724E+03
   811   0.241135E+04   0.124552E+02  -0.710519E+02   0.384265E+06   0.172245E+03
   812   0.241220E+04   0.123209E+02  -0.693334E+02   0.383447E+06   0.171759E+03
   813   0.241284E+04   0.121899E+02  -0.676040E+02   0.382632E+06   0.171265E+03
   814   0.241342E+04   0.120653E+02  -0.658616E+02   0.381819E+06   0.170764E+03
   815   0.241370E+04   0.119454E+02  -0.641082E+02   0.381008E+06   0.170257E+03
   816   0.241371E+04   0.118311E+02  -0.623439E+02   0.380200E+06   0.169742E+03
   817   0.241357E+04   0.117217E+02  -0.605694E+02   0.379394E+06   0.169221E+03
   818   0.241336E+04   0.116186E+02  -0.587853E+02   0.378591E+06   0.168693E+03
   819   0.241287E+04   0.115203E+02  -0.569924E+02   0.377790E+06   0.168158E+03
   820   0.241224E+04   0.114276E+02  -0.551907E+02   0.376991E+06   0.167616E+03
   821   0.241133E+04   0.113398E+02  -0.533830E+02   0.376195E+06   0.167068E+03
   822   0.241027E+04   0.112590E+02  -0.515679E+02   0.375401E+06   0.166514E+03
   823   0.240900E+04   0.111831E+02  -0.497460E+02   0.374609E+06   0.165953E+03
   824   0.240744E+04   0.111135E+02  -0.479181E+02   0.373820E+06   0.165386E+03
   825   0.240581E+04   0.110488E+02  -0.460863E+02   0.373033E+06   0.164812E+03
   826   0.240390E+04   0.109912E+02  -0.442498E+02   0.372248E+06   0.164232E+03
   827   0.240177E+04   0.109384E+02  -0.424110E+02   0.371466E+06   0.163647E+03
   828   0.239958E+04   0.108919E+02  -0.405689E+02   0.370686E+06   0.163055E+03
   829   0.239709E+04   0.108518E+02  -0.387250E+02   0.369908E+06   0.162457E+03
   830   0.239447E+04   0.108173E+02  -0.368815E+02   0.369133E+06   0.161853E+03
   831   0.239163E+04   0.107884E+02  -0.350370E+02   0.368360E+06   0.161243E+03
   832   0.238858E+04   0.107651E+02  -0.331927E+02   0.367589E+06   0.160628E+03
   833   0.238538E+04   0.107482E+02  -0.313495E+02   0.366820E+06   0.160007E+03
   834   0.238189E+04   0.107368E+02  -0.295073E+02   0.366053E+06   0.159380E+03
   835   0.237834E+04   0.107326E+02  -0.276676E+02   0.365289E+06   0.158747E+03
   836   0.237442E+04   0.107333E+02  -0.258302E+02   0.364527E+06   0.158110E+03
   837   0.237044E+04   0.107403E+02  -0.239967E+02   0.363767E+06   0.157466E+03
   838   0.236624E+04   0.107537E+02  -0.221671E+02   0.363010E+06   0.156818E+03
   839   0.236175E+04   0.107726E+02  -0.203412E+02   0.362254E+06   0.156164E+03
   840   0.235719E+04   0.107988E+02  -0.185213E+02   0.361501E+06   0.155505E+03
   841   0.235241E+04   0.108297E+02  -0.167088E+02   0.360750E+06   0.154840E+03
   842   0.234742E+04   0.108664E+02  -0.149007E+02   0.360001E+06   0.154171E+03
   843   0.234228E+04   0.109093E+02  -0.131030E+02   0.359254E+06   0.153497E+03
   844   0.233686E+04   0.109587E+02  -0.113118E+02   0.358509E+06   0.152818E+03
   845   0.233136E+04   0.110130E+02  -0.953009E+01   0.357767E+06   0.152134E+03
   846   0.232573E+04   0.110751E+02  -0.775837E+01   0.357026E+06   0.151445E+03
   847   0.231994E+04   0.111414E+02  -0.599630E+01   0.356288E+06   0.150751E+03
   848   0.231395E+04   0.112140E+02  -0.424576E+01   0.355551E+06   0.150053E+03
   849   0.230766E+04   0.112923E+02  -0.250610E+01   0.354817E+06   0.149350E+03
   850   0.230137E+04   0.113770E+02  -0.778398E+00   0.354085E+06   0.148643E+03
   851   0.229479E+04   0.114673E+02   0.936786E+00   0.353355E+06   0.147932E+03
   852   0.228807E+04   0.115641E+02   0.263906E+01   0.352627E+06   0.147216E+03
   853   0.228121E+04   0.116657E+02   0.432769E+01   0.351901E+06   0.146495E+03
   854   0.227412E+04   0.117738E+02   0.600125E+01   0.351177E+06   0.145771E+03
   855   0.226682E+04   0.118875E+02   0.766072E+01   0.350455E+06   0.145042E+03
   856   0.225952E+04   0.120055E+02   0.930424E+01   0.349735E+06   0.144310E+03
   857   0.225192E+04   0.121299E+02   0.109311E+02   0.349018E+06   0.143573E+03
   858   0.224419E+04   0.122614E+02   0.125412E+02   0.348302E+06   0.142832E+03
   859   0.223630E+04   0.123957E+02   0.141354E+02   0.347588E+06   0.142088E+03
   860   0.222835E+04   0.125365E+02   0.157106E+02   0.346876E+06   0.141339E+03
   861   0.222017E+04   0.126830E+02   0.172670E+02   0.346166E+06   0.140587E+03
   862   0.221185E+04   0.128345E+02   0.188051E+02   0.345458E+06   0.139832E+03
   863   0.220338E+04   0.129917E+02   0.203229E+02   0.344752E+06   0.139072E+03
   864   0.219476E+04   0.131533E+02   0.218209E+02   0.344048E+06   0.138309E+03
   865   0.218585E+04   0.133205E+02   0.232971E+02   0.343346E+06   0.137543E+03
   866   0.217717E+04   0.134928E+02   0.247522E+02   0.342646E+06   0.136773E+03
   867   0.216811E+04   0.136709E+02   0.261853E+02   0.341948E+06   0.136000E+03
   868   0.215898E+04   0.138533E+02   0.275966E+02   0.341252E+06   0.135224E+03
   869   0.214970E+04   0.140407E+02   0.289852E+02   0.340558E+06   0.134445E+03
   870   0.214028E+04   0.142324E+02   0.303505E+02   0.339866E+06   0.133662E+03
   871   0.213078E+04   0.144292E+02   0.316916E+02   0.339175E+06   0.132877E+03
   872   0.212113E+04   0.146311E+02   0.330094E+02   0.338487E+06   0.132088E+03
   873   0.211133E+04   0.148373E+02   0.343023E+02   0.337800E+06   0.131297E+03
   874   0.210146E+04   0.150486E+02   0.355696E+02   0.337116E+06   0.130502E+03
   875   0.209144E+04   0.152628E+02   0.368128E+02   0.336433E+06   0.129705E+03
   876   0.208127E+04   0.154828E+02   0.380304E+02   0.335752E+06   0.128905E+03
   877   0.207117E+04   0.157065E+02   0.392209E+02   0.335073E+06   0.128103E+03
   878   0.206077E+04   0.159338E+02   0.403850E+02   0.334396E+06   0.127298E+03
   879   0.205037E+04   0.161662E+02   0.415229E+02   0.333720E+06   0.126491E+03
   880   0.203990E+04   0.164023E+02   0.426336E+02   0.333047E+06   0.125681E+03
   881   0.202928E+04   0.166413E+02   0.437157E+02   0.332375E+06   0.124869E+03
   882   0.201857E+04   0.168848E+02   0.447701E+02   0.331705E+06   0.124054E+03
   883   0.200787E+04   0.171326E+02   0.457951E+02   0.331037E+06   0.123237E+03
   884   0.199694E+04   0.173827E+02   0.467930E+02   0.330371E+06   0.122419E+03
