#    L    TT             EE             TE             PP             TP          
  2678   0.545989E+02   0.166834E+01  -0.424300E+01   0.295864E+05   0.330467E+01
  2679   0.545503E+02   0.165458E+01  -0.421109E+01   0.295552E+05   0.330918E+01
  2680   0.544994E+02   0.164104E+01  -0.417875E+01   0.295241E+05   0.331379E+01
  2681   0.544472E+02   0.162762E+01  -0.414598E+01   0.294930E+05   0.331846E+01
  2682   0.543928E+02   0.161434E+01  -0.411270E+01   0.294619E+05   0.332318E+01
  2683   0.543363E+02   0.160119E+01  -0.407906E+01   0.294309E+05   0.332792E+01
  2684   0.542784E+02   0.158817E+01  -0.404506E+01   0.293999E+05   0.333266E+01
  2685   0.542175E+02   0.157536E+01  -0.401055E+01   0.293689E+05   0.333737E+01
  2686   0.541559E+02   0.156254E+01  -0.397583E+01   0.293380E+05   0.334203E+01
  2687   0.540922E+02   0.154992E+01  -0.394066E+01   0.293071E+05   0.334663E+01
  2688   0.540256E+02   0.153759E+01  -0.390513E+01   0.292763E+05   0.335113E+01
  2689   0.539575E+02   0.152532E+01  -0.386931E+01   0.292454E+05   0.335552E+01
  2690   0.538879E+02   0.151318E+01  -0.383320E+01   0.292146E+05   0.335976E+01
  2691   0.538154E+02   0.150125E+01  -0.379665E+01   0.291839E+05   0.336385E+01
  2692   0.537415E+02   0.148946E+01  -0.375987E+01   0.291532E+05   0.336775E+01
  2693   0.536646E+02   0.147780E+01  -0.372280E+01   0.291225E+05   0.337144E+01
  2694   0.535869E+02   0.146643E+01  -0.368543E+01   0.290918E+05   0.337490E+01
  2695   0.535063E+02   0.145512E+01  -0.364784E+01   0.290612E+05   0.337811E+01
  2696   0.534250E+02   0.144402E+01  -0.361003E+01   0.290306E+05   0.338105E+01
  2697   0.533407E+02   0.143305E+01  -0.357192E+01   0.290001E+05   0.338368E+01
  2698   0.532534E+02   0.142230E+01  -0.353366E+01   0.289696E+05   0.338599E+01
  2699   0.531653E+02   0.141176E+01  -0.349517E+01   0.289391E+05   0.338796E+01
  2700   0.530750E+02   0.140143E+01  -0.345645E+01   0.289087E+05   0.338956E+01
  2701   0.529825E+02   0.139117E+01  -0.341765E+01   0.288783E+05   0.339078E+01
  2702   0.528884E+02   0.138111E+01  -0.337863E+01   0.288479E+05   0.339160E+01
  2703   0.527921E+02   0.137127E+01  -0.333938E+01   0.288175E+05   0.339203E+01
  2704   0.526935E+02   0.136157E+01  -0.330005E+01   0.287872E+05   0.339208E+01
  2705   0.525934E+02   0.135201E+01  -0.326049E+01   0.287570E+05   0.339173E+01
  2706   0.524910E+02   0.134274E+01  -0.322101E+01   0.287267E+05   0.339100E+01
  2707   0.523864E+02   0.133361E+01  -0.318122E+01   0.286965E+05   0.338988E+01
  2708   0.522809E+02   0.132469E+01  -0.314144E+01   0.286664E+05   0.338837E+01
  2709   0.521717E+02   0.131599E+01  -0.310165E+01   0.286362E+05   0.338648E+01
  2710   0.520617E+02   0.130743E+01  -0.306164E+01   0.286061E+05   0.338419E+01
  2711   0.519494E+02   0.129902E+01  -0.302171E+01   0.285761E+05   0.338152E+01
  2712   0.518355E+02   0.129089E+01  -0.298170E+01   0.285460E+05   0.337846E+01
  2713   0.517201E+02   0.128291E+01  -0.294170E+01   0.285160E+05   0.337502E+01
  2714   0.516016E+02   0.127514E+01  -0.290169E+01   0.284861E+05   0.337119E+01
  2715   0.514823E+02   0.126752E+01  -0.286177E+01   0.284561E+05   0.336698E+01
  2716   0.513607E+02   0.126019E+01  -0.282177E+01   0.284262E+05   0.336238E+01
  2717   0.512368E+02   0.125300E+01  -0.278178E+01   0.283964E+05   0.335739E+01
  2718   0.511121E+02   0.124604E+01  -0.274193E+01   0.283665E+05   0.335202E+01
  2719   0.509842E+02   0.123929E+01  -0.270210E+01   0.283367E+05   0.334627E+01
  2720   0.508556E+02   0.123269E+01  -0.266227E+01   0.283070E+05   0.334013E+01
  2721   0.507246E+02   0.122630E+01  -0.262259E+01   0.282772E+05   0.333361E+01
  2722   0.505920E+02   0.122007E+01  -0.258307E+01   0.282475E+05   0.332671E+01
  2723   0.504571E+02   0.121413E+01  -0.254363E+01   0.282179E+05   0.331942E+01
  2724   0.503213E+02   0.120841E+01  -0.250420E+01   0.281882E+05   0.331176E+01
  2725   0.501839E+02   0.120277E+01  -0.246500E+01   0.281586E+05   0.330371E+01
  2726   0.500442E+02   0.119734E+01  -0.242596E+01   0.281291E+05   0.329527E+01
  2727   0.499036E+02   0.119214E+01  -0.238708E+01   0.280995E+05   0.328646E+01
  2728   0.497599E+02   0.118717E+01  -0.234835E+01   0.280700E+05   0.327727E+01
  2729   0.496160E+02   0.118234E+01  -0.230979E+01   0.280406E+05   0.326769E+01
  2730   0.494705E+02   0.117773E+01  -0.227146E+01   0.280111E+05   0.325774E+01
  2731   0.493227E+02   0.117335E+01  -0.223328E+01   0.279817E+05   0.324740E+01
  2732   0.491740E+02   0.116912E+01  -0.219542E+01   0.279524E+05   0.323669E+01
  2733   0.490229E+02   0.116512E+01  -0.215772E+01   0.279230E+05   0.322559E+01
  2734   0.488709E+02   0.116127E+01  -0.212026E+01   0.278937E+05   0.321412E+01
  2735   0.487172E+02   0.115764E+01  -0.208311E+01   0.278644E+05   0.320227E+01
  2736   0.485627E+02   0.115424E+01  -0.204612E+01   0.278352E+05   0.319004E+01
  2737   0.484057E+02   0.115091E+01  -0.200952E+01   0.278060E+05   0.317743E+01
  2738   0.482478E+02   0.114789E+01  -0.197309E+01   0.277768E+05   0.316445E+01
  2739   0.480876E+02   0.114502E+01  -0.193704E+01   0.277477E+05   0.315109E+01
  2740   0.479279E+02   0.114231E+01  -0.190116E+01   0.277186E+05   0.313735E+01
  2741   0.477658E+02   0.113982E+01  -0.186566E+01   0.276895E+05   0.312324E+01
  2742   0.476027E+02   0.113748E+01  -0.183056E+01   0.276605E+05   0.310874E+01
  2743   0.474380E+02   0.113531E+01  -0.179570E+01   0.276314E+05   0.309388E+01
  2744   0.472731E+02   0.113328E+01  -0.176115E+01   0.276025E+05   0.307864E+01
  2745   0.471058E+02   0.113164E+01  -0.172700E+01   0.275735E+05   0.306302E+01
  2746   0.469375E+02   0.113000E+01  -0.169324E+01   0.275446E+05   0.304703E+01
  2747   0.467690E+02   0.112859E+01  -0.165972E+01   0.275157E+05   0.303066E+01
  2748   0.465981E+02   0.112734E+01  -0.162668E+01   0.274869E+05   0.301392E+01
  2749   0.464269E+02   0.112625E+01  -0.159395E+01   0.274581E+05   0.299681E+01
  2750   0.462548E+02   0.112539E+01  -0.156161E+01   0.274293E+05   0.297932E+01
  2751   0.460810E+02   0.112476E+01  -0.152975E+01   0.274005E+05   0.296147E+01
  2752   0.459062E+02   0.112414E+01  -0.149828E+01   0.273718E+05   0.294325E+01
  2753   0.457312E+02   0.112375E+01  -0.146721E+01   0.273431E+05   0.292470E+01
  2754   0.455553E+02   0.112352E+01  -0.143646E+01   0.273144E+05   0.290582E+01
  2755   0.453776E+02   0.112345E+01  -0.140626E+01   0.272858E+05   0.288663E+01
  2756   0.451997E+02   0.112361E+01  -0.137647E+01   0.272572E+05   0.286714E+01
  2757   0.450209E+02   0.112379E+01  -0.134715E+01   0.272286E+05   0.284738E+01
  2758   0.448418E+02   0.112427E+01  -0.131816E+01   0.272001E+05   0.282736E+01
  2759   0.446618E+02   0.112483E+01  -0.128972E+01   0.271716E+05   0.280708E+01
  2760   0.444808E+02   0.112556E+01  -0.126177E+01   0.271431E+05   0.278658E+01
  2761   0.442988E+02   0.112644E+01  -0.123415E+01   0.271147E+05   0.276587E+01
  2762   0.441174E+02   0.112741E+01  -0.120716E+01   0.270863E+05   0.274495E+01
  2763   0.439342E+02   0.112869E+01  -0.118051E+01   0.270579E+05   0.272385E+01
  2764   0.437509E+02   0.112998E+01  -0.115441E+01   0.270296E+05   0.270259E+01
  2765   0.435673E+02   0.113135E+01  -0.112888E+01   0.270013E+05   0.268117E+01
  2766   0.433828E+02   0.113289E+01  -0.110377E+01   0.269730E+05   0.265961E+01
  2767   0.431980E+02   0.113466E+01  -0.107914E+01   0.269447E+05   0.263794E+01
  2768   0.430123E+02   0.113652E+01  -0.105508E+01   0.269165E+05   0.261616E+01
  2769   0.428264E+02   0.113854E+01  -0.103144E+01   0.268883E+05   0.259430E+01
  2770   0.426402E+02   0.114057E+01  -0.100851E+01   0.268602E+05   0.257236E+01
  2771   0.424546E+02   0.114283E+01  -0.986008E+00   0.268321E+05   0.255036E+01
  2772   0.422680E+02   0.114511E+01  -0.963999E+00   0.268040E+05   0.252832E+01
  2773   0.420812E+02   0.114755E+01  -0.942340E+00   0.267759E+05   0.250626E+01
  2774   0.418942E+02   0.115015E+01  -0.921403E+00   0.267479E+05   0.248419E+01
  2775   0.417077E+02   0.115277E+01  -0.900817E+00   0.267199E+05   0.246213E+01
  2776   0.415203E+02   0.115562E+01  -0.880956E+00   0.266919E+05   0.244008E+01
  2777   0.413326E+02   0.115849E+01  -0.861671E+00   0.266640E+05   0.241808E+01
  2778   0.411455E+02   0.116144E+01  -0.842817E+00   0.266361E+05   0.239613E+01
  2779   0.409574E+02   0.116456E+01  -0.824468E+00   0.266082E+05   0.237425E+01
  2780   0.407706E+02   0.116769E+01  -0.806700E+00   0.265803E+05   0.235245E+01
  2781   0.405836E+02   0.117098E+01  -0.789514E+00   0.265525E+05   0.233076E+01
  2782   0.403971E+02   0.117436E+01  -0.772838E+00   0.265247E+05   0.230918E+01
  2783   0.402111E+02   0.117783E+01  -0.756746E+00   0.264970E+05   0.228773E+01
  2784   0.400242E+02   0.118132E+01  -0.741240E+00   0.264693E+05   0.226644E+01
  2785   0.398378E+02   0.118504E+01  -0.726218E+00   0.264416E+05   0.224531E+01
  2786   0.396520E+02   0.118871E+01  -0.711733E+00   0.264139E+05   0.222436E+01
  2787   0.394659E+02   0.119246E+01  -0.697845E+00   0.263863E+05   0.220360E+01
  2788   0.392796E+02   0.119630E+01  -0.684489E+00   0.263587E+05   0.218306E+01
  2789   0.390939E+02   0.120024E+01  -0.671747E+00   0.263311E+05   0.216274E+01
  2790   0.389101E+02   0.120426E+01  -0.659511E+00   0.263036E+05   0.214267E+01
  2791   0.387239E+02   0.120823E+01  -0.647832E+00   0.262760E+05   0.212286E+01
  2792   0.385405E+02   0.121236E+01  -0.636712E+00   0.262486E+05   0.210332E+01
  2793   0.383569E+02   0.121658E+01  -0.626146E+00   0.262211E+05   0.208407E+01
  2794   0.381731E+02   0.122074E+01  -0.616119E+00   0.261937E+05   0.206513E+01
  2795   0.379898E+02   0.122499E+01  -0.606656E+00   0.261663E+05   0.204652E+01
  2796   0.378077E+02   0.122934E+01  -0.597727E+00   0.261389E+05   0.202824E+01
  2797   0.376262E+02   0.123370E+01  -0.589364E+00   0.261116E+05   0.201031E+01
  2798   0.374453E+02   0.123815E+01  -0.581538E+00   0.260843E+05   0.199276E+01
  2799   0.372656E+02   0.124255E+01  -0.574258E+00   0.260571E+05   0.197559E+01
  2800   0.370850E+02   0.124704E+01  -0.567511E+00   0.260298E+05   0.195882E+01
  2801   0.369064E+02   0.125154E+01  -0.561319E+00   0.260026E+05   0.194247E+01
  2802   0.367276E+02   0.125614E+01  -0.555662E+00   0.259754E+05   0.192652E+01
  2803   0.365508E+02   0.126068E+01  -0.550540E+00   0.259483E+05   0.191096E+01
  2804   0.363738E+02   0.126524E+01  -0.545939E+00   0.259212E+05   0.189578E+01
  2805   0.361988E+02   0.126989E+01  -0.541876E+00   0.258941E+05   0.188096E+01
  2806   0.360229E+02   0.127448E+01  -0.538335E+00   0.258670E+05   0.186649E+01
  2807   0.358491E+02   0.127916E+01  -0.535324E+00   0.258400E+05   0.185237E+01
  2808   0.356758E+02   0.128378E+01  -0.532816E+00   0.258130E+05   0.183857E+01
  2809   0.355038E+02   0.128842E+01  -0.530833E+00   0.257860E+05   0.182508E+01
  2810   0.353324E+02   0.129316E+01  -0.529346E+00   0.257591E+05   0.181189E+01
  2811   0.351623E+02   0.129783E+01  -0.528371E+00   0.257322E+05   0.179899E+01
  2812   0.349928E+02   0.130244E+01  -0.527900E+00   0.257053E+05   0.178636E+01
  2813   0.348254E+02   0.130707E+01  -0.527929E+00   0.256784E+05   0.177399E+01
  2814   0.346570E+02   0.131179E+01  -0.528448E+00   0.256516E+05   0.176187E+01
  2815   0.344907E+02   0.131645E+01  -0.529439E+00   0.256248E+05   0.174998E+01
  2816   0.343257E+02   0.132098E+01  -0.530922E+00   0.255980E+05   0.173832E+01
  2817   0.341621E+02   0.132567E+01  -0.532870E+00   0.255713E+05   0.172686E+01
  2818   0.339998E+02   0.133023E+01  -0.535291E+00   0.255446E+05   0.171559E+01
  2819   0.338381E+02   0.133480E+01  -0.538184E+00   0.255179E+05   0.170451E+01
  2820   0.336778E+02   0.133938E+01  -0.541523E+00   0.254913E+05   0.169360E+01
  2821   0.335188E+02   0.134383E+01  -0.545306E+00   0.254647E+05   0.168284E+01
  2822   0.333612E+02   0.134837E+01  -0.549558E+00   0.254381E+05   0.167222E+01
  2823   0.332056E+02   0.135285E+01  -0.554234E+00   0.254115E+05   0.166173E+01
  2824   0.330499E+02   0.135734E+01  -0.559357E+00   0.253850E+05   0.165136E+01
  2825   0.328964E+02   0.136163E+01  -0.564907E+00   0.253585E+05   0.164110E+01
  2826   0.327442E+02   0.136607E+01  -0.570876E+00   0.253320E+05   0.163092E+01
  2827   0.325926E+02   0.137031E+01  -0.577265E+00   0.253056E+05   0.162081E+01
  2828   0.324424E+02   0.137456E+01  -0.584067E+00   0.252791E+05   0.161078E+01
  2829   0.322943E+02   0.137875E+01  -0.591269E+00   0.252528E+05   0.160079E+01
  2830   0.321469E+02   0.138295E+01  -0.598871E+00   0.252264E+05   0.159084E+01
  2831   0.320008E+02   0.138701E+01  -0.606859E+00   0.252001E+05   0.158091E+01
  2832   0.318569E+02   0.139109E+01  -0.615227E+00   0.251738E+05   0.157100E+01
  2833   0.317144E+02   0.139495E+01  -0.623945E+00   0.251475E+05   0.156108E+01
  2834   0.315725E+02   0.139890E+01  -0.633081E+00   0.251213E+05   0.155115E+01
  2835   0.314335E+02   0.140272E+01  -0.642628E+00   0.250950E+05   0.154119E+01
  2836   0.312944E+02   0.140655E+01  -0.652439E+00   0.250689E+05   0.153119E+01
  2837   0.311575E+02   0.141016E+01  -0.662589E+00   0.250427E+05   0.152114E+01
  2838   0.310227E+02   0.141386E+01  -0.673078E+00   0.250166E+05   0.151101E+01
  2839   0.308886E+02   0.141750E+01  -0.683908E+00   0.249905E+05   0.150081E+01
  2840   0.307566E+02   0.142093E+01  -0.695079E+00   0.249644E+05   0.149051E+01
  2841   0.306261E+02   0.142436E+01  -0.706591E+00   0.249384E+05   0.148011E+01
  2842   0.304970E+02   0.142774E+01  -0.718446E+00   0.249124E+05   0.146959E+01
  2843   0.303693E+02   0.143097E+01  -0.730496E+00   0.248864E+05   0.145893E+01
  2844   0.302438E+02   0.143414E+01  -0.742889E+00   0.248604E+05   0.144813E+01
  2845   0.301190E+02   0.143725E+01  -0.755554E+00   0.248345E+05   0.143717E+01
  2846   0.299964E+02   0.144029E+01  -0.768564E+00   0.248086E+05   0.142604E+01
  2847   0.298752E+02   0.144320E+01  -0.781772E+00   0.247827E+05   0.141472E+01
  2848   0.297554E+02   0.144604E+01  -0.795253E+00   0.247569E+05   0.140320E+01
  2849   0.296371E+02   0.144881E+01  -0.809082E+00   0.247311E+05   0.139148E+01
  2850   0.295218E+02   0.145137E+01  -0.822962E+00   0.247053E+05   0.137952E+01
  2851   0.294064E+02   0.145394E+01  -0.837267E+00   0.246795E+05   0.136734E+01
  2852   0.292932E+02   0.145638E+01  -0.851697E+00   0.246538E+05   0.135493E+01
  2853   0.291822E+02   0.145874E+01  -0.866477E+00   0.246281E+05   0.134230E+01
  2854   0.290727E+02   0.146104E+01  -0.881308E+00   0.246024E+05   0.132946E+01
  2855   0.289639E+02   0.146320E+01  -0.896413E+00   0.245767E+05   0.131643E+01
  2856   0.288573E+02   0.146521E+01  -0.911718E+00   0.245511E+05   0.130321E+01
  2857   0.287529E+02   0.146709E+01  -0.927223E+00   0.245255E+05   0.128981E+01
  2858   0.286493E+02   0.146897E+01  -0.942852E+00   0.245000E+05   0.127626E+01
  2859   0.285472E+02   0.147072E+01  -0.958606E+00   0.244744E+05   0.126254E+01
  2860   0.284472E+02   0.147239E+01  -0.974558E+00   0.244489E+05   0.124868E+01
  2861   0.283488E+02   0.147385E+01  -0.990857E+00   0.244234E+05   0.123469E+01
  2862   0.282526E+02   0.147531E+01  -0.100706E+01   0.243980E+05   0.122058E+01
  2863   0.281564E+02   0.147670E+01  -0.102346E+01   0.243726E+05   0.120635E+01
  2864   0.280632E+02   0.147781E+01  -0.103998E+01   0.243472E+05   0.119202E+01
  2865   0.279707E+02   0.147899E+01  -0.105662E+01   0.243218E+05   0.117760E+01
  2866   0.278797E+02   0.147988E+01  -0.107339E+01   0.242964E+05   0.116310E+01
  2867   0.277910E+02   0.148077E+01  -0.109028E+01   0.242711E+05   0.114852E+01
  2868   0.277038E+02   0.148152E+01  -0.110714E+01   0.242458E+05   0.113389E+01
  2869   0.276181E+02   0.148213E+01  -0.112412E+01   0.242206E+05   0.111920E+01
  2870   0.275347E+02   0.148266E+01  -0.114131E+01   0.241953E+05   0.110447E+01
  2871   0.274513E+02   0.148305E+01  -0.115846E+01   0.241701E+05   0.108972E+01
  2872   0.273709E+02   0.148337E+01  -0.117566E+01   0.241450E+05   0.107494E+01
  2873   0.272920E+02   0.148347E+01  -0.119283E+01   0.241198E+05   0.106016E+01
  2874   0.272147E+02   0.148357E+01  -0.121020E+01   0.240947E+05   0.104537E+01
  2875   0.271381E+02   0.148338E+01  -0.122746E+01   0.240696E+05   0.103060E+01
  2876   0.270638E+02   0.148311E+01  -0.124485E+01   0.240445E+05   0.101585E+01
  2877   0.269903E+02   0.148285E+01  -0.126213E+01   0.240195E+05   0.100114E+01
  2878   0.269183E+02   0.148244E+01  -0.127946E+01   0.239945E+05   0.986465E+00
  2879   0.268487E+02   0.148181E+01  -0.129676E+01   0.239695E+05   0.971845E+00
  2880   0.267798E+02   0.148117E+01  -0.131410E+01   0.239445E+05   0.957288E+00
  2881   0.267125E+02   0.148032E+01  -0.133141E+01   0.239196E+05   0.942806E+00
  2882   0.266474E+02   0.147939E+01  -0.134869E+01   0.238947E+05   0.928409E+00
  2883   0.265832E+02   0.147839E+01  -0.136595E+01   0.238698E+05   0.914107E+00
  2884   0.265205E+02   0.147731E+01  -0.138309E+01   0.238449E+05   0.899910E+00
  2885   0.264594E+02   0.147608E+01  -0.140028E+01   0.238201E+05   0.885828E+00
  2886   0.263999E+02   0.147471E+01  -0.141737E+01   0.237953E+05   0.871873E+00
  2887   0.263412E+02   0.147311E+01  -0.143435E+01   0.237705E+05   0.858055E+00
  2888   0.262840E+02   0.147151E+01  -0.145130E+01   0.237458E+05   0.844384E+00
  2889   0.262284E+02   0.146968E+01  -0.146806E+01   0.237211E+05   0.830869E+00
  2890   0.261744E+02   0.146778E+01  -0.148487E+01   0.236964E+05   0.817523E+00
  2891   0.261213E+02   0.146580E+01  -0.150135E+01   0.236717E+05   0.804355E+00
  2892   0.260697E+02   0.146367E+01  -0.151787E+01   0.236471E+05   0.791375E+00
  2893   0.260189E+02   0.146146E+01  -0.153436E+01   0.236225E+05   0.778594E+00
  2894   0.259705E+02   0.145910E+01  -0.155089E+01   0.235979E+05   0.766023E+00
  2895   0.259229E+02   0.145659E+01  -0.156702E+01   0.235733E+05   0.753672E+00
  2896   0.258762E+02   0.145400E+01  -0.158311E+01   0.235488E+05   0.741550E+00
  2897   0.258318E+02   0.145126E+01  -0.159916E+01   0.235243E+05   0.729669E+00
  2898   0.257876E+02   0.144844E+01  -0.161504E+01   0.234998E+05   0.718039E+00
  2899   0.257449E+02   0.144554E+01  -0.163065E+01   0.234753E+05   0.706670E+00
  2900   0.257039E+02   0.144249E+01  -0.164609E+01   0.234509E+05   0.695573E+00
  2901   0.256637E+02   0.143936E+01  -0.166141E+01   0.234265E+05   0.684756E+00
  2902   0.256251E+02   0.143607E+01  -0.167662E+01   0.234021E+05   0.674218E+00
  2903   0.255874E+02   0.143263E+01  -0.169165E+01   0.233778E+05   0.663954E+00
  2904   0.255505E+02   0.142919E+01  -0.170641E+01   0.233534E+05   0.653962E+00
  2905   0.255146E+02   0.142559E+01  -0.172099E+01   0.233292E+05   0.644238E+00
  2906   0.254802E+02   0.142176E+01  -0.173539E+01   0.233049E+05   0.634778E+00
  2907   0.254474E+02   0.141792E+01  -0.174966E+01   0.232806E+05   0.625579E+00
  2908   0.254148E+02   0.141408E+01  -0.176368E+01   0.232564E+05   0.616637E+00
  2909   0.253830E+02   0.141009E+01  -0.177742E+01   0.232322E+05   0.607949E+00
  2910   0.253536E+02   0.140586E+01  -0.179106E+01   0.232081E+05   0.599511E+00
  2911   0.253244E+02   0.140163E+01  -0.180435E+01   0.231839E+05   0.591319E+00
  2912   0.252967E+02   0.139732E+01  -0.181759E+01   0.231598E+05   0.583371E+00
  2913   0.252684E+02   0.139285E+01  -0.183049E+01   0.231357E+05   0.575662E+00
  2914   0.252425E+02   0.138845E+01  -0.184313E+01   0.231117E+05   0.568189E+00
  2915   0.252167E+02   0.138375E+01  -0.185564E+01   0.230876E+05   0.560949E+00
  2916   0.251925E+02   0.137904E+01  -0.186781E+01   0.230636E+05   0.553937E+00
  2917   0.251684E+02   0.137417E+01  -0.187970E+01   0.230396E+05   0.547151E+00
  2918   0.251452E+02   0.136929E+01  -0.189155E+01   0.230157E+05   0.540586E+00
  2919   0.251229E+02   0.136419E+01  -0.190290E+01   0.229917E+05   0.534240E+00
  2920   0.251007E+02   0.135915E+01  -0.191412E+01   0.229678E+05   0.528108E+00
  2921   0.250809E+02   0.135395E+01  -0.192500E+01   0.229439E+05   0.522187E+00
  2922   0.250612E+02   0.134867E+01  -0.193560E+01   0.229201E+05   0.516474E+00
  2923   0.250416E+02   0.134323E+01  -0.194599E+01   0.228962E+05   0.510965E+00
  2924   0.250237E+02   0.133779E+01  -0.195604E+01   0.228724E+05   0.505656E+00
  2925   0.250058E+02   0.133234E+01  -0.196580E+01   0.228487E+05   0.500544E+00
  2926   0.249889E+02   0.132673E+01  -0.197529E+01   0.228249E+05   0.495625E+00
  2927   0.249721E+02   0.132089E+01  -0.198449E+01   0.228012E+05   0.490896E+00
  2928   0.249561E+02   0.131496E+01  -0.199342E+01   0.227775E+05   0.486354E+00
  2929   0.249410E+02   0.130940E+01  -0.200206E+01   0.227538E+05   0.481994E+00
  2930   0.249268E+02   0.130345E+01  -0.201042E+01   0.227301E+05   0.477813E+00
  2931   0.249128E+02   0.129750E+01  -0.201842E+01   0.227065E+05   0.473808E+00
  2932   0.248996E+02   0.129146E+01  -0.202614E+01   0.226829E+05   0.469974E+00
  2933   0.248858E+02   0.128534E+01  -0.203372E+01   0.226593E+05   0.466309E+00
  2934   0.248729E+02   0.127914E+01  -0.204086E+01   0.226358E+05   0.462810E+00
  2935   0.248608E+02   0.127292E+01  -0.204765E+01   0.226123E+05   0.459471E+00
  2936   0.248489E+02   0.126655E+01  -0.205400E+01   0.225888E+05   0.456290E+00
  2937   0.248371E+02   0.126024E+01  -0.206028E+01   0.225653E+05   0.453264E+00
  2938   0.248262E+02   0.125369E+01  -0.206605E+01   0.225418E+05   0.450388E+00
  2939   0.248162E+02   0.124721E+01  -0.207152E+01   0.225184E+05   0.447659E+00
  2940   0.248063E+02   0.124072E+01  -0.207686E+01   0.224950E+05   0.445074E+00
  2941   0.247958E+02   0.123407E+01  -0.208175E+01   0.224716E+05   0.442629E+00
  2942   0.247862E+02   0.122749E+01  -0.208628E+01   0.224483E+05   0.440321E+00
  2943   0.247767E+02   0.122074E+01  -0.209059E+01   0.224249E+05   0.438145E+00
  2944   0.247674E+02   0.121398E+01  -0.209453E+01   0.224016E+05   0.436099E+00
  2945   0.247589E+02   0.120714E+01  -0.209817E+01   0.223784E+05   0.434179E+00
  2946   0.247498E+02   0.120028E+01  -0.210144E+01   0.223551E+05   0.432380E+00
  2947   0.247417E+02   0.119341E+01  -0.210449E+01   0.223319E+05   0.430701E+00
  2948   0.247336E+02   0.118646E+01  -0.210709E+01   0.223087E+05   0.429137E+00
  2949   0.247249E+02   0.117950E+01  -0.210940E+01   0.222855E+05   0.427684E+00
  2950   0.247172E+02   0.117244E+01  -0.211147E+01   0.222624E+05   0.426340E+00
  2951   0.247095E+02   0.116538E+01  -0.211317E+01   0.222392E+05   0.425102E+00
  2952   0.247020E+02   0.115830E+01  -0.211457E+01   0.222161E+05   0.423978E+00
  2953   0.246939E+02   0.115129E+01  -0.211552E+01   0.221931E+05   0.422975E+00
  2954   0.246859E+02   0.114411E+01  -0.211632E+01   0.221700E+05   0.422103E+00
  2955   0.246788E+02   0.113693E+01  -0.211666E+01   0.221470E+05   0.421370E+00
  2956   0.246711E+02   0.112973E+01  -0.211670E+01   0.221240E+05   0.420785E+00
  2957   0.246635E+02   0.112252E+01  -0.211651E+01   0.221010E+05   0.420357E+00
  2958   0.246560E+02   0.111529E+01  -0.211595E+01   0.220780E+05   0.420095E+00
  2959   0.246479E+02   0.110799E+01  -0.211514E+01   0.220551E+05   0.420007E+00
  2960   0.246400E+02   0.110081E+01  -0.211389E+01   0.220322E+05   0.420101E+00
  2961   0.246329E+02   0.109348E+01  -0.211240E+01   0.220093E+05   0.420387E+00
  2962   0.246244E+02   0.108614E+01  -0.211068E+01   0.219865E+05   0.420873E+00
  2963   0.246167E+02   0.107893E+01  -0.210850E+01   0.219636E+05   0.421568E+00
  2964   0.246077E+02   0.107157E+01  -0.210601E+01   0.219408E+05   0.422481E+00
  2965   0.245996E+02   0.106427E+01  -0.210329E+01   0.219180E+05   0.423620E+00
  2966   0.245908E+02   0.105695E+01  -0.210026E+01   0.218953E+05   0.424995E+00
  2967   0.245814E+02   0.104963E+01  -0.209692E+01   0.218725E+05   0.426612E+00
  2968   0.245721E+02   0.104229E+01  -0.209326E+01   0.218498E+05   0.428483E+00
  2969   0.245621E+02   0.103495E+01  -0.208922E+01   0.218271E+05   0.430614E+00
  2970   0.245522E+02   0.102759E+01  -0.208495E+01   0.218045E+05   0.433016E+00
  2971   0.245432E+02   0.102030E+01  -0.208050E+01   0.217818E+05   0.435696E+00
  2972   0.245328E+02   0.101299E+01  -0.207560E+01   0.217592E+05   0.438663E+00
  2973   0.245217E+02   0.100568E+01  -0.207053E+01   0.217366E+05   0.441926E+00
  2974   0.245122E+02   0.998355E+00  -0.206507E+01   0.217141E+05   0.445494E+00
  2975   0.245013E+02   0.991095E+00  -0.205945E+01   0.216915E+05   0.449375E+00
  2976   0.244890E+02   0.983750E+00  -0.205343E+01   0.216690E+05   0.453578E+00
  2977   0.244783E+02   0.976544E+00  -0.204725E+01   0.216465E+05   0.458112E+00
  2978   0.244654E+02   0.969328E+00  -0.204075E+01   0.216240E+05   0.462986E+00
  2979   0.244526E+02   0.962176E+00  -0.203400E+01   0.216016E+05   0.468207E+00
  2980   0.244399E+02   0.954940E+00  -0.202694E+01   0.215791E+05   0.473786E+00
  2981   0.244265E+02   0.947843E+00  -0.201963E+01   0.215567E+05   0.479730E+00
  2982   0.244117E+02   0.940661E+00  -0.201208E+01   0.215344E+05   0.486048E+00
  2983   0.243970E+02   0.933545E+00  -0.200428E+01   0.215120E+05   0.492749E+00
  2984   0.243823E+02   0.926494E+00  -0.199623E+01   0.214897E+05   0.499842E+00
  2985   0.243670E+02   0.919433E+00  -0.198787E+01   0.214674E+05   0.507335E+00
  2986   0.243510E+02   0.912437E+00  -0.197933E+01   0.214451E+05   0.515238E+00
  2987   0.243350E+02   0.905431E+00  -0.197061E+01   0.214228E+05   0.523558E+00
