#    L    TT             EE             TE             PP             TP          
  1808   0.337219E+03   0.625253E+01  -0.665764E+01   0.766467E+05   0.347828E+01
  1809   0.336042E+03   0.627620E+01  -0.642081E+01   0.765512E+05   0.352681E+01
  1810   0.334855E+03   0.630152E+01  -0.618818E+01   0.764558E+05   0.357565E+01
  1811   0.333645E+03   0.632826E+01  -0.595968E+01   0.763605E+05   0.362481E+01
  1812   0.332432E+03   0.635650E+01  -0.573563E+01   0.762654E+05   0.367427E+01
  1813   0.331210E+03   0.638609E+01  -0.551588E+01   0.761705E+05   0.372403E+01
  1814   0.329972E+03   0.641704E+01  -0.530060E+01   0.760756E+05   0.377407E+01
  1815   0.328732E+03   0.644936E+01  -0.508981E+01   0.759810E+05   0.382438E+01
  1816   0.327482E+03   0.648296E+01  -0.488374E+01   0.758865E+05   0.387497E+01
  1817   0.326216E+03   0.651785E+01  -0.468210E+01   0.757921E+05   0.392582E+01
  1818   0.324940E+03   0.655405E+01  -0.448521E+01   0.756979E+05   0.397692E+01
  1819   0.323640E+03   0.659161E+01  -0.429316E+01   0.756039E+05   0.402827E+01
  1820   0.322353E+03   0.663018E+01  -0.410588E+01   0.755100E+05   0.407985E+01
  1821   0.321064E+03   0.667005E+01  -0.392346E+01   0.754162E+05   0.413166E+01
  1822   0.319758E+03   0.671102E+01  -0.374600E+01   0.753226E+05   0.418369E+01
  1823   0.318472E+03   0.675321E+01  -0.357349E+01   0.752291E+05   0.423593E+01
  1824   0.317154E+03   0.679621E+01  -0.340589E+01   0.751358E+05   0.428837E+01
  1825   0.315835E+03   0.684022E+01  -0.324351E+01   0.750427E+05   0.434100E+01
  1826   0.314506E+03   0.688608E+01  -0.308612E+01   0.749496E+05   0.439383E+01
  1827   0.313182E+03   0.693259E+01  -0.293383E+01   0.748568E+05   0.444683E+01
  1828   0.311841E+03   0.697999E+01  -0.278680E+01   0.747640E+05   0.450000E+01
  1829   0.310498E+03   0.702752E+01  -0.264488E+01   0.746715E+05   0.455333E+01
  1830   0.309153E+03   0.707743E+01  -0.250817E+01   0.745790E+05   0.460682E+01
  1831   0.307806E+03   0.712749E+01  -0.237675E+01   0.744867E+05   0.466045E+01
  1832   0.306449E+03   0.717844E+01  -0.225064E+01   0.743946E+05   0.471422E+01
  1833   0.305097E+03   0.723030E+01  -0.212970E+01   0.743026E+05   0.476811E+01
  1834   0.303743E+03   0.728230E+01  -0.201433E+01   0.742107E+05   0.482213E+01
  1835   0.302379E+03   0.733596E+01  -0.190400E+01   0.741190E+05   0.487625E+01
  1836   0.301013E+03   0.739127E+01  -0.179926E+01   0.740275E+05   0.493048E+01
  1837   0.299652E+03   0.744525E+01  -0.169982E+01   0.739360E+05   0.498481E+01
  1838   0.298289E+03   0.750090E+01  -0.160584E+01   0.738448E+05   0.503922E+01
  1839   0.296916E+03   0.755746E+01  -0.151720E+01   0.737536E+05   0.509371E+01
  1840   0.295555E+03   0.761346E+01  -0.143404E+01   0.736626E+05   0.514826E+01
  1841   0.294192E+03   0.767112E+01  -0.135624E+01   0.735718E+05   0.520289E+01
  1842   0.292827E+03   0.772896E+01  -0.128388E+01   0.734811E+05   0.525756E+01
  1843   0.291459E+03   0.778699E+01  -0.121698E+01   0.733905E+05   0.531228E+01
  1844   0.290096E+03   0.784595E+01  -0.115540E+01   0.733001E+05   0.536704E+01
  1845   0.288753E+03   0.790511E+01  -0.109930E+01   0.732098E+05   0.542182E+01
  1846   0.287385E+03   0.796521E+01  -0.104848E+01   0.731196E+05   0.547663E+01
  1847   0.286029E+03   0.802550E+01  -0.100324E+01   0.730296E+05   0.553144E+01
  1848   0.284671E+03   0.808600E+01  -0.963235E+00   0.729398E+05   0.558626E+01
  1849   0.283318E+03   0.814670E+01  -0.928616E+00   0.728501E+05   0.564108E+01
  1850   0.281969E+03   0.820761E+01  -0.899325E+00   0.727605E+05   0.569588E+01
  1851   0.280603E+03   0.826947E+01  -0.875377E+00   0.726710E+05   0.575066E+01
  1852   0.279272E+03   0.833229E+01  -0.856784E+00   0.725817E+05   0.580542E+01
  1853   0.277923E+03   0.839383E+01  -0.843410E+00   0.724925E+05   0.586013E+01
  1854   0.276587E+03   0.845558E+01  -0.835416E+00   0.724035E+05   0.591480E+01
  1855   0.275255E+03   0.851680E+01  -0.832594E+00   0.723146E+05   0.596942E+01
  1856   0.273936E+03   0.857896E+01  -0.834880E+00   0.722259E+05   0.602397E+01
  1857   0.272615E+03   0.864207E+01  -0.842438E+00   0.721372E+05   0.607845E+01
  1858   0.271298E+03   0.870390E+01  -0.855130E+00   0.720488E+05   0.613286E+01
  1859   0.269994E+03   0.876668E+01  -0.873045E+00   0.719604E+05   0.618718E+01
  1860   0.268688E+03   0.882817E+01  -0.895898E+00   0.718722E+05   0.624141E+01
  1861   0.267401E+03   0.889061E+01  -0.923924E+00   0.717841E+05   0.629553E+01
  1862   0.266120E+03   0.895251E+01  -0.956839E+00   0.716962E+05   0.634955E+01
  1863   0.264828E+03   0.901460E+01  -0.994656E+00   0.716084E+05   0.640344E+01
  1864   0.263565E+03   0.907763E+01  -0.103746E+01   0.715208E+05   0.645721E+01
  1865   0.262299E+03   0.913938E+01  -0.108512E+01   0.714332E+05   0.651085E+01
  1866   0.261053E+03   0.920058E+01  -0.113765E+01   0.713458E+05   0.656434E+01
  1867   0.259798E+03   0.926197E+01  -0.119476E+01   0.712586E+05   0.661769E+01
  1868   0.258562E+03   0.932282E+01  -0.125676E+01   0.711714E+05   0.667087E+01
  1869   0.257340E+03   0.938311E+01  -0.132329E+01   0.710845E+05   0.672389E+01
  1870   0.256123E+03   0.944360E+01  -0.139460E+01   0.709976E+05   0.677673E+01
  1871   0.254911E+03   0.950428E+01  -0.147031E+01   0.709109E+05   0.682939E+01
  1872   0.253719E+03   0.956366E+01  -0.155067E+01   0.708243E+05   0.688186E+01
  1873   0.252533E+03   0.962323E+01  -0.163539E+01   0.707378E+05   0.693414E+01
  1874   0.251360E+03   0.968150E+01  -0.172457E+01   0.706515E+05   0.698620E+01
  1875   0.250199E+03   0.973996E+01  -0.181805E+01   0.705653E+05   0.703805E+01
  1876   0.249044E+03   0.979786E+01  -0.191571E+01   0.704793E+05   0.708968E+01
  1877   0.247902E+03   0.985520E+01  -0.201764E+01   0.703933E+05   0.714107E+01
  1878   0.246766E+03   0.991124E+01  -0.212370E+01   0.703075E+05   0.719223E+01
  1879   0.245650E+03   0.996672E+01  -0.223367E+01   0.702219E+05   0.724314E+01
  1880   0.244547E+03   0.100216E+02  -0.234780E+01   0.701363E+05   0.729379E+01
  1881   0.243457E+03   0.100760E+02  -0.246573E+01   0.700509E+05   0.734418E+01
  1882   0.242373E+03   0.101305E+02  -0.258747E+01   0.699657E+05   0.739430E+01
  1883   0.241309E+03   0.101830E+02  -0.271303E+01   0.698805E+05   0.744414E+01
  1884   0.240259E+03   0.102364E+02  -0.284227E+01   0.697955E+05   0.749370E+01
  1885   0.239221E+03   0.102878E+02  -0.297521E+01   0.697106E+05   0.754295E+01
  1886   0.238190E+03   0.103393E+02  -0.311157E+01   0.696259E+05   0.759190E+01
  1887   0.237171E+03   0.103895E+02  -0.325158E+01   0.695413E+05   0.764055E+01
  1888   0.236181E+03   0.104384E+02  -0.339488E+01   0.694568E+05   0.768887E+01
  1889   0.235189E+03   0.104867E+02  -0.354156E+01   0.693724E+05   0.773686E+01
  1890   0.234218E+03   0.105345E+02  -0.369156E+01   0.692882E+05   0.778452E+01
  1891   0.233268E+03   0.105817E+02  -0.384459E+01   0.692041E+05   0.783183E+01
  1892   0.232323E+03   0.106275E+02  -0.400089E+01   0.691201E+05   0.787879E+01
  1893   0.231392E+03   0.106728E+02  -0.416003E+01   0.690362E+05   0.792540E+01
  1894   0.230482E+03   0.107168E+02  -0.432201E+01   0.689525E+05   0.797163E+01
  1895   0.229578E+03   0.107602E+02  -0.448694E+01   0.688689E+05   0.801749E+01
  1896   0.228695E+03   0.108030E+02  -0.465466E+01   0.687854E+05   0.806296E+01
  1897   0.227832E+03   0.108437E+02  -0.482504E+01   0.687021E+05   0.810804E+01
  1898   0.226976E+03   0.108839E+02  -0.499818E+01   0.686188E+05   0.815272E+01
  1899   0.226141E+03   0.109235E+02  -0.517372E+01   0.685357E+05   0.819699E+01
  1900   0.225312E+03   0.109610E+02  -0.535180E+01   0.684528E+05   0.824084E+01
  1901   0.224503E+03   0.109979E+02  -0.553238E+01   0.683699E+05   0.828427E+01
  1902   0.223716E+03   0.110336E+02  -0.571516E+01   0.682872E+05   0.832728E+01
  1903   0.222936E+03   0.110678E+02  -0.589983E+01   0.682046E+05   0.836987E+01
  1904   0.222191E+03   0.111022E+02  -0.608611E+01   0.681221E+05   0.841204E+01
  1905   0.221430E+03   0.111346E+02  -0.627519E+01   0.680398E+05   0.845380E+01
  1906   0.220698E+03   0.111656E+02  -0.646632E+01   0.679576E+05   0.849514E+01
  1907   0.219988E+03   0.111967E+02  -0.665802E+01   0.678755E+05   0.853607E+01
  1908   0.219291E+03   0.112257E+02  -0.685251E+01   0.677935E+05   0.857658E+01
  1909   0.218601E+03   0.112534E+02  -0.704758E+01   0.677116E+05   0.861670E+01
  1910   0.217932E+03   0.112812E+02  -0.724470E+01   0.676299E+05   0.865640E+01
  1911   0.217285E+03   0.113069E+02  -0.744389E+01   0.675483E+05   0.869570E+01
  1912   0.216652E+03   0.113312E+02  -0.764290E+01   0.674668E+05   0.873461E+01
  1913   0.216040E+03   0.113542E+02  -0.784323E+01   0.673855E+05   0.877311E+01
  1914   0.215435E+03   0.113757E+02  -0.804488E+01   0.673042E+05   0.881121E+01
  1915   0.214852E+03   0.113967E+02  -0.824785E+01   0.672231E+05   0.884893E+01
  1916   0.214276E+03   0.114163E+02  -0.845140E+01   0.671421E+05   0.888624E+01
  1917   0.213729E+03   0.114337E+02  -0.865627E+01   0.670612E+05   0.892317E+01
  1918   0.213189E+03   0.114512E+02  -0.886172E+01   0.669805E+05   0.895971E+01
  1919   0.212671E+03   0.114666E+02  -0.906776E+01   0.668998E+05   0.899587E+01
  1920   0.212167E+03   0.114806E+02  -0.927437E+01   0.668193E+05   0.903164E+01
  1921   0.211670E+03   0.114940E+02  -0.948083E+01   0.667389E+05   0.906703E+01
  1922   0.211203E+03   0.115052E+02  -0.968787E+01   0.666586E+05   0.910203E+01
  1923   0.210743E+03   0.115157E+02  -0.989475E+01   0.665785E+05   0.913667E+01
  1924   0.210290E+03   0.115248E+02  -0.101022E+02   0.664984E+05   0.917092E+01
  1925   0.209874E+03   0.115318E+02  -0.103103E+02   0.664185E+05   0.920481E+01
  1926   0.209458E+03   0.115388E+02  -0.105174E+02   0.663387E+05   0.923832E+01
  1927   0.209050E+03   0.115445E+02  -0.107259E+02   0.662591E+05   0.927146E+01
  1928   0.208679E+03   0.115486E+02  -0.109313E+02   0.661795E+05   0.930424E+01
  1929   0.208307E+03   0.115514E+02  -0.111388E+02   0.661000E+05   0.933665E+01
  1930   0.207958E+03   0.115527E+02  -0.113446E+02   0.660207E+05   0.936870E+01
  1931   0.207632E+03   0.115519E+02  -0.115502E+02   0.659415E+05   0.940039E+01
  1932   0.207313E+03   0.115511E+02  -0.117550E+02   0.658624E+05   0.943172E+01
  1933   0.207009E+03   0.115481E+02  -0.119597E+02   0.657835E+05   0.946269E+01
  1934   0.206720E+03   0.115444E+02  -0.121634E+02   0.657046E+05   0.949332E+01
  1935   0.206447E+03   0.115385E+02  -0.123663E+02   0.656259E+05   0.952359E+01
  1936   0.206188E+03   0.115326E+02  -0.125682E+02   0.655472E+05   0.955351E+01
  1937   0.205938E+03   0.115231E+02  -0.127686E+02   0.654687E+05   0.958308E+01
  1938   0.205710E+03   0.115143E+02  -0.129680E+02   0.653903E+05   0.961231E+01
  1939   0.205498E+03   0.115033E+02  -0.131666E+02   0.653121E+05   0.964119E+01
  1940   0.205293E+03   0.114916E+02  -0.133643E+02   0.652339E+05   0.966973E+01
  1941   0.205112E+03   0.114784E+02  -0.135596E+02   0.651559E+05   0.969794E+01
  1942   0.204931E+03   0.114637E+02  -0.137541E+02   0.650779E+05   0.972581E+01
  1943   0.204773E+03   0.114483E+02  -0.139477E+02   0.650001E+05   0.975334E+01
  1944   0.204630E+03   0.114299E+02  -0.141389E+02   0.649224E+05   0.978054E+01
  1945   0.204489E+03   0.114123E+02  -0.143277E+02   0.648448E+05   0.980741E+01
  1946   0.204370E+03   0.113924E+02  -0.145164E+02   0.647674E+05   0.983395E+01
  1947   0.204253E+03   0.113718E+02  -0.147020E+02   0.646900E+05   0.986017E+01
  1948   0.204166E+03   0.113497E+02  -0.148868E+02   0.646128E+05   0.988606E+01
  1949   0.204080E+03   0.113253E+02  -0.150684E+02   0.645356E+05   0.991163E+01
  1950   0.204010E+03   0.113010E+02  -0.152492E+02   0.644586E+05   0.993689E+01
  1951   0.203955E+03   0.112758E+02  -0.154269E+02   0.643817E+05   0.996182E+01
  1952   0.203910E+03   0.112477E+02  -0.156029E+02   0.643049E+05   0.998643E+01
  1953   0.203880E+03   0.112195E+02  -0.157766E+02   0.642283E+05   0.100107E+02
  1954   0.203859E+03   0.111898E+02  -0.159479E+02   0.641517E+05   0.100347E+02
  1955   0.203846E+03   0.111593E+02  -0.161175E+02   0.640752E+05   0.100583E+02
  1956   0.203842E+03   0.111273E+02  -0.162840E+02   0.639989E+05   0.100816E+02
  1957   0.203883E+03   0.110938E+02  -0.164481E+02   0.639227E+05   0.101045E+02
  1958   0.203882E+03   0.110595E+02  -0.166097E+02   0.638465E+05   0.101271E+02
  1959   0.203918E+03   0.110237E+02  -0.167690E+02   0.637705E+05   0.101493E+02
  1960   0.203956E+03   0.109878E+02  -0.169257E+02   0.636946E+05   0.101711E+02
  1961   0.204010E+03   0.109504E+02  -0.170793E+02   0.636188E+05   0.101926E+02
  1962   0.204073E+03   0.109122E+02  -0.172297E+02   0.635432E+05   0.102137E+02
  1963   0.204144E+03   0.108724E+02  -0.173769E+02   0.634676E+05   0.102345E+02
  1964   0.204224E+03   0.108318E+02  -0.175215E+02   0.633921E+05   0.102548E+02
  1965   0.204320E+03   0.107897E+02  -0.176630E+02   0.633168E+05   0.102748E+02
  1966   0.204418E+03   0.107461E+02  -0.178019E+02   0.632416E+05   0.102944E+02
  1967   0.204532E+03   0.107024E+02  -0.179376E+02   0.631664E+05   0.103135E+02
  1968   0.204640E+03   0.106571E+02  -0.180700E+02   0.630914E+05   0.103323E+02
  1969   0.204771E+03   0.106110E+02  -0.181992E+02   0.630165E+05   0.103507E+02
  1970   0.204897E+03   0.105656E+02  -0.183250E+02   0.629417E+05   0.103687E+02
  1971   0.205038E+03   0.105178E+02  -0.184476E+02   0.628670E+05   0.103862E+02
  1972   0.205181E+03   0.104685E+02  -0.185661E+02   0.627924E+05   0.104033E+02
  1973   0.205334E+03   0.104199E+02  -0.186821E+02   0.627179E+05   0.104200E+02
  1974   0.205502E+03   0.103689E+02  -0.187947E+02   0.626436E+05   0.104363E+02
  1975   0.205665E+03   0.103179E+02  -0.189040E+02   0.625693E+05   0.104521E+02
  1976   0.205836E+03   0.102653E+02  -0.190092E+02   0.624952E+05   0.104675E+02
  1977   0.206017E+03   0.102126E+02  -0.191111E+02   0.624211E+05   0.104824E+02
  1978   0.206199E+03   0.101590E+02  -0.192089E+02   0.623472E+05   0.104969E+02
  1979   0.206390E+03   0.101046E+02  -0.193032E+02   0.622733E+05   0.105110E+02
  1980   0.206590E+03   0.100494E+02  -0.193942E+02   0.621996E+05   0.105245E+02
  1981   0.206784E+03   0.999331E+01  -0.194811E+02   0.621260E+05   0.105376E+02
  1982   0.206988E+03   0.993638E+01  -0.195646E+02   0.620525E+05   0.105503E+02
  1983   0.207200E+03   0.987859E+01  -0.196446E+02   0.619791E+05   0.105624E+02
  1984   0.207415E+03   0.982069E+01  -0.197205E+02   0.619058E+05   0.105741E+02
  1985   0.207638E+03   0.976119E+01  -0.197930E+02   0.618326E+05   0.105853E+02
  1986   0.207856E+03   0.970158E+01  -0.198612E+02   0.617595E+05   0.105960E+02
  1987   0.208075E+03   0.964184E+01  -0.199261E+02   0.616865E+05   0.106062E+02
  1988   0.208304E+03   0.958123E+01  -0.199867E+02   0.616136E+05   0.106159E+02
  1989   0.208534E+03   0.952050E+01  -0.200424E+02   0.615408E+05   0.106251E+02
  1990   0.208774E+03   0.945890E+01  -0.200960E+02   0.614682E+05   0.106338E+02
  1991   0.209001E+03   0.939568E+01  -0.201447E+02   0.613956E+05   0.106419E+02
  1992   0.209229E+03   0.933307E+01  -0.201899E+02   0.613231E+05   0.106496E+02
  1993   0.209467E+03   0.927032E+01  -0.202309E+02   0.612508E+05   0.106567E+02
  1994   0.209706E+03   0.920595E+01  -0.202683E+02   0.611785E+05   0.106633E+02
  1995   0.209955E+03   0.914144E+01  -0.203022E+02   0.611064E+05   0.106693E+02
  1996   0.210192E+03   0.907603E+01  -0.203318E+02   0.610343E+05   0.106748E+02
  1997   0.210430E+03   0.901048E+01  -0.203564E+02   0.609624E+05   0.106798E+02
  1998   0.210677E+03   0.894553E+01  -0.203774E+02   0.608905E+05   0.106842E+02
  1999   0.210919E+03   0.887893E+01  -0.203956E+02   0.608188E+05   0.106881E+02
  2000   0.211155E+03   0.881292E+01  -0.204087E+02   0.607471E+05   0.106914E+02
  2001   0.211401E+03   0.874675E+01  -0.204183E+02   0.606756E+05   0.106941E+02
  2002   0.211642E+03   0.867969E+01  -0.204242E+02   0.606042E+05   0.106963E+02
  2003   0.211884E+03   0.861246E+01  -0.204258E+02   0.605328E+05   0.106979E+02
  2004   0.212129E+03   0.854508E+01  -0.204238E+02   0.604616E+05   0.106989E+02
  2005   0.212360E+03   0.847680E+01  -0.204174E+02   0.603905E+05   0.106994E+02
  2006   0.212601E+03   0.840985E+01  -0.204081E+02   0.603194E+05   0.106993E+02
  2007   0.212829E+03   0.834126E+01  -0.203937E+02   0.602485E+05   0.106986E+02
  2008   0.213067E+03   0.827251E+01  -0.203764E+02   0.601777E+05   0.106973E+02
  2009   0.213298E+03   0.820435E+01  -0.203539E+02   0.601070E+05   0.106955E+02
  2010   0.213517E+03   0.813604E+01  -0.203284E+02   0.600363E+05   0.106930E+02
  2011   0.213745E+03   0.806683E+01  -0.202993E+02   0.599658E+05   0.106900E+02
  2012   0.213967E+03   0.799821E+01  -0.202665E+02   0.598954E+05   0.106864E+02
  2013   0.214177E+03   0.792870E+01  -0.202299E+02   0.598251E+05   0.106823E+02
  2014   0.214395E+03   0.786052E+01  -0.201882E+02   0.597548E+05   0.106775E+02
  2015   0.214608E+03   0.779144E+01  -0.201449E+02   0.596847E+05   0.106722E+02
  2016   0.214823E+03   0.772296E+01  -0.200965E+02   0.596147E+05   0.106662E+02
  2017   0.215017E+03   0.765432E+01  -0.200450E+02   0.595447E+05   0.106597E+02
  2018   0.215213E+03   0.758569E+01  -0.199897E+02   0.594749E+05   0.106526E+02
  2019   0.215403E+03   0.751705E+01  -0.199292E+02   0.594052E+05   0.106449E+02
  2020   0.215594E+03   0.744842E+01  -0.198671E+02   0.593356E+05   0.106366E+02
  2021   0.215780E+03   0.738037E+01  -0.198005E+02   0.592660E+05   0.106277E+02
  2022   0.215953E+03   0.731233E+01  -0.197309E+02   0.591966E+05   0.106182E+02
  2023   0.216120E+03   0.724444E+01  -0.196574E+02   0.591272E+05   0.106081E+02
  2024   0.216288E+03   0.717669E+01  -0.195808E+02   0.590580E+05   0.105974E+02
  2025   0.216436E+03   0.710918E+01  -0.195004E+02   0.589889E+05   0.105861E+02
  2026   0.216593E+03   0.704188E+01  -0.194169E+02   0.589198E+05   0.105743E+02
  2027   0.216744E+03   0.697496E+01  -0.193296E+02   0.588509E+05   0.105618E+02
  2028   0.216874E+03   0.690827E+01  -0.192391E+02   0.587820E+05   0.105486E+02
  2029   0.217013E+03   0.684188E+01  -0.191455E+02   0.587133E+05   0.105349E+02
  2030   0.217131E+03   0.677579E+01  -0.190487E+02   0.586446E+05   0.105206E+02
  2031   0.217244E+03   0.671007E+01  -0.189488E+02   0.585760E+05   0.105057E+02
  2032   0.217357E+03   0.664466E+01  -0.188457E+02   0.585076E+05   0.104901E+02
  2033   0.217458E+03   0.657978E+01  -0.187394E+02   0.584392E+05   0.104740E+02
  2034   0.217560E+03   0.651527E+01  -0.186300E+02   0.583709E+05   0.104572E+02
  2035   0.217640E+03   0.645114E+01  -0.185173E+02   0.583028E+05   0.104398E+02
  2036   0.217715E+03   0.638746E+01  -0.184022E+02   0.582347E+05   0.104218E+02
  2037   0.217791E+03   0.632431E+01  -0.182839E+02   0.581667E+05   0.104032E+02
  2038   0.217839E+03   0.626154E+01  -0.181631E+02   0.580988E+05   0.103839E+02
  2039   0.217896E+03   0.619937E+01  -0.180383E+02   0.580310E+05   0.103640E+02
  2040   0.217946E+03   0.613766E+01  -0.179118E+02   0.579633E+05   0.103435E+02
  2041   0.217976E+03   0.607640E+01  -0.177819E+02   0.578957E+05   0.103224E+02
  2042   0.218006E+03   0.601582E+01  -0.176503E+02   0.578282E+05   0.103007E+02
  2043   0.218016E+03   0.595577E+01  -0.175147E+02   0.577608E+05   0.102783E+02
  2044   0.218034E+03   0.589625E+01  -0.173773E+02   0.576935E+05   0.102553E+02
  2045   0.218032E+03   0.583734E+01  -0.172373E+02   0.576262E+05   0.102316E+02
  2046   0.218030E+03   0.577903E+01  -0.170955E+02   0.575591E+05   0.102074E+02
  2047   0.218007E+03   0.572134E+01  -0.169512E+02   0.574921E+05   0.101824E+02
  2048   0.217978E+03   0.566432E+01  -0.168034E+02   0.574251E+05   0.101569E+02
  2049   0.217943E+03   0.560798E+01  -0.166546E+02   0.573583E+05   0.101307E+02
  2050   0.217894E+03   0.555225E+01  -0.165024E+02   0.572915E+05   0.101039E+02
  2051   0.217824E+03   0.549721E+01  -0.163491E+02   0.572248E+05   0.100764E+02
  2052   0.217763E+03   0.544293E+01  -0.161932E+02   0.571583E+05   0.100483E+02
  2053   0.217680E+03   0.538933E+01  -0.160347E+02   0.570918E+05   0.100197E+02
  2054   0.217590E+03   0.533642E+01  -0.158750E+02   0.570254E+05   0.999037E+01
  2055   0.217487E+03   0.528421E+01  -0.157134E+02   0.569591E+05   0.996052E+01
  2056   0.217377E+03   0.523285E+01  -0.155499E+02   0.568929E+05   0.993011E+01
  2057   0.217261E+03   0.518225E+01  -0.153838E+02   0.568268E+05   0.989916E+01
  2058   0.217131E+03   0.513236E+01  -0.152173E+02   0.567607E+05   0.986769E+01
  2059   0.216994E+03   0.508332E+01  -0.150482E+02   0.566948E+05   0.983571E+01
  2060   0.216843E+03   0.503491E+01  -0.148772E+02   0.566290E+05   0.980325E+01
  2061   0.216686E+03   0.498744E+01  -0.147050E+02   0.565632E+05   0.977031E+01
  2062   0.216514E+03   0.494083E+01  -0.145317E+02   0.564976E+05   0.973692E+01
  2063   0.216335E+03   0.489500E+01  -0.143564E+02   0.564320E+05   0.970309E+01
  2064   0.216135E+03   0.485004E+01  -0.141800E+02   0.563665E+05   0.966884E+01
  2065   0.215929E+03   0.480595E+01  -0.140025E+02   0.563011E+05   0.963419E+01
  2066   0.215722E+03   0.476274E+01  -0.138245E+02   0.562358E+05   0.959915E+01
  2067   0.215494E+03   0.472032E+01  -0.136446E+02   0.561706E+05   0.956374E+01
  2068   0.215252E+03   0.467878E+01  -0.134643E+02   0.561055E+05   0.952798E+01
  2069   0.215010E+03   0.463819E+01  -0.132821E+02   0.560405E+05   0.949188E+01
  2070   0.214746E+03   0.459848E+01  -0.131002E+02   0.559756E+05   0.945547E+01
  2071   0.214475E+03   0.455966E+01  -0.129171E+02   0.559107E+05   0.941875E+01
  2072   0.214198E+03   0.452180E+01  -0.127328E+02   0.558460E+05   0.938175E+01
  2073   0.213905E+03   0.448483E+01  -0.125482E+02   0.557813E+05   0.934448E+01
  2074   0.213606E+03   0.444876E+01  -0.123630E+02   0.557167E+05   0.930696E+01
  2075   0.213292E+03   0.441358E+01  -0.121767E+02   0.556522E+05   0.926920E+01
  2076   0.212963E+03   0.437937E+01  -0.119900E+02   0.555878E+05   0.923123E+01
  2077   0.212635E+03   0.434613E+01  -0.118035E+02   0.555235E+05   0.919306E+01
  2078   0.212292E+03   0.431380E+01  -0.116159E+02   0.554593E+05   0.915471E+01
  2079   0.211919E+03   0.428245E+01  -0.114285E+02   0.553952E+05   0.911618E+01
  2080   0.211562E+03   0.425201E+01  -0.112400E+02   0.553311E+05   0.907751E+01
  2081   0.211182E+03   0.422263E+01  -0.110525E+02   0.552672E+05   0.903871E+01
  2082   0.210794E+03   0.419409E+01  -0.108638E+02   0.552033E+05   0.899979E+01
  2083   0.210400E+03   0.416654E+01  -0.106769E+02   0.551395E+05   0.896078E+01
  2084   0.209983E+03   0.414005E+01  -0.104888E+02   0.550758E+05   0.892168E+01
  2085   0.209573E+03   0.411442E+01  -0.103002E+02   0.550122E+05   0.888251E+01
  2086   0.209141E+03   0.408978E+01  -0.101119E+02   0.549487E+05   0.884330E+01
  2087   0.208701E+03   0.406615E+01  -0.992465E+01   0.548853E+05   0.880406E+01
  2088   0.208247E+03   0.404344E+01  -0.973766E+01   0.548219E+05   0.876481E+01
  2089   0.207792E+03   0.402174E+01  -0.955020E+01   0.547587E+05   0.872556E+01
  2090   0.207314E+03   0.400098E+01  -0.936376E+01   0.546955E+05   0.868633E+01
  2091   0.206844E+03   0.398123E+01  -0.917759E+01   0.546324E+05   0.864713E+01
  2092   0.206351E+03   0.396235E+01  -0.899243E+01   0.545694E+05   0.860799E+01
  2093   0.205843E+03   0.394448E+01  -0.880606E+01   0.545065E+05   0.856892E+01
  2094   0.205335E+03   0.392763E+01  -0.862144E+01   0.544437E+05   0.852994E+01
  2095   0.204818E+03   0.391166E+01  -0.843782E+01   0.543809E+05   0.849107E+01
  2096   0.204287E+03   0.389679E+01  -0.825536E+01   0.543183E+05   0.845231E+01
  2097   0.203747E+03   0.388272E+01  -0.807309E+01   0.542557E+05   0.841370E+01
  2098   0.203200E+03   0.386969E+01  -0.789219E+01   0.541932E+05   0.837524E+01
  2099   0.202645E+03   0.385754E+01  -0.771110E+01   0.541308E+05   0.833695E+01
  2100   0.202081E+03   0.384650E+01  -0.753212E+01   0.540685E+05   0.829885E+01
  2101   0.201502E+03   0.383627E+01  -0.735376E+01   0.540063E+05   0.826096E+01
  2102   0.200915E+03   0.382702E+01  -0.717641E+01   0.539441E+05   0.822327E+01
  2103   0.200320E+03   0.381865E+01  -0.700029E+01   0.538821E+05   0.818577E+01
  2104   0.199725E+03   0.381126E+01  -0.682533E+01   0.538201E+05   0.814847E+01
  2105   0.199106E+03   0.380470E+01  -0.665162E+01   0.537582E+05   0.811135E+01
  2106   0.198487E+03   0.379918E+01  -0.647923E+01   0.536964E+05   0.807441E+01
  2107   0.197859E+03   0.379449E+01  -0.630825E+01   0.536347E+05   0.803765E+01
  2108   0.197216E+03   0.379071E+01  -0.613868E+01   0.535731E+05   0.800106E+01
  2109   0.196579E+03   0.378784E+01  -0.597053E+01   0.535115E+05   0.796464E+01
  2110   0.195927E+03   0.378588E+01  -0.580395E+01   0.534500E+05   0.792838E+01
  2111   0.195267E+03   0.378468E+01  -0.563895E+01   0.533887E+05   0.789227E+01
  2112   0.194598E+03   0.378447E+01  -0.547554E+01   0.533274E+05   0.785631E+01
  2113   0.193921E+03   0.378495E+01  -0.531395E+01   0.532661E+05   0.782051E+01
  2114   0.193244E+03   0.378636E+01  -0.515403E+01   0.532050E+05   0.778484E+01
  2115   0.192550E+03   0.378868E+01  -0.499587E+01   0.531440E+05   0.774930E+01
  2116   0.191863E+03   0.379193E+01  -0.483954E+01   0.530830E+05   0.771390E+01
  2117   0.191161E+03   0.379618E+01  -0.468528E+01   0.530221E+05   0.767862E+01
