#    L    TT             EE             TE             PP             TP          
   570   0.235681E+04   0.105901E+02   0.194953E+02   0.674263E+06   0.443727E+02
   571   0.235047E+04   0.107950E+02   0.202817E+02   0.672365E+06   0.449835E+02
   572   0.234399E+04   0.110035E+02   0.210446E+02   0.670474E+06   0.456071E+02
   573   0.233744E+04   0.112158E+02   0.217819E+02   0.668591E+06   0.462432E+02
   574   0.233073E+04   0.114324E+02   0.224950E+02   0.666716E+06   0.468916E+02
   575   0.232387E+04   0.116521E+02   0.231817E+02   0.664849E+06   0.475522E+02
   576   0.231694E+04   0.118762E+02   0.238434E+02   0.662989E+06   0.482247E+02
   577   0.230978E+04   0.121040E+02   0.244787E+02   0.661136E+06   0.489090E+02
   578   0.230254E+04   0.123348E+02   0.250868E+02   0.659291E+06   0.496049E+02
   579   0.229522E+04   0.125700E+02   0.256684E+02   0.657454E+06   0.503121E+02
   580   0.228783E+04   0.128083E+02   0.262214E+02   0.655624E+06   0.510305E+02
   581   0.228014E+04   0.130495E+02   0.267478E+02   0.653801E+06   0.517600E+02
   582   0.227244E+04   0.132946E+02   0.272456E+02   0.651986E+06   0.525002E+02
   583   0.226466E+04   0.135426E+02   0.277139E+02   0.650178E+06   0.532510E+02
   584   0.225681E+04   0.137937E+02   0.281542E+02   0.648377E+06   0.540123E+02
   585   0.224887E+04   0.140478E+02   0.285650E+02   0.646584E+06   0.547838E+02
   586   0.224078E+04   0.143042E+02   0.289463E+02   0.644797E+06   0.555653E+02
   587   0.223269E+04   0.145643E+02   0.292981E+02   0.643018E+06   0.563567E+02
   588   0.222444E+04   0.148268E+02   0.296189E+02   0.641247E+06   0.571577E+02
   589   0.221611E+04   0.150924E+02   0.299102E+02   0.639482E+06   0.579682E+02
   590   0.220769E+04   0.153596E+02   0.301713E+02   0.637724E+06   0.587880E+02
   591   0.219928E+04   0.156305E+02   0.304013E+02   0.635974E+06   0.596168E+02
   592   0.219078E+04   0.159024E+02   0.305995E+02   0.634230E+06   0.604546E+02
   593   0.218219E+04   0.161780E+02   0.307682E+02   0.632493E+06   0.613010E+02
   594   0.217346E+04   0.164553E+02   0.309043E+02   0.630764E+06   0.621559E+02
   595   0.216471E+04   0.167335E+02   0.310102E+02   0.629041E+06   0.630192E+02
   596   0.215603E+04   0.170155E+02   0.310835E+02   0.627325E+06   0.638905E+02
   597   0.214726E+04   0.172969E+02   0.311256E+02   0.625616E+06   0.647698E+02
   598   0.213864E+04   0.175815E+02   0.311360E+02   0.623914E+06   0.656569E+02
   599   0.212986E+04   0.178677E+02   0.311153E+02   0.622218E+06   0.665514E+02
   600   0.212099E+04   0.181555E+02   0.310620E+02   0.620530E+06   0.674534E+02
   601   0.211211E+04   0.184451E+02   0.309768E+02   0.618848E+06   0.683625E+02
   602   0.210323E+04   0.187348E+02   0.308590E+02   0.617172E+06   0.692785E+02
   603   0.209425E+04   0.190269E+02   0.307107E+02   0.615503E+06   0.702013E+02
   604   0.208542E+04   0.193193E+02   0.305297E+02   0.613841E+06   0.711307E+02
   605   0.207650E+04   0.196126E+02   0.303166E+02   0.612186E+06   0.720664E+02
   606   0.206765E+04   0.199068E+02   0.300715E+02   0.610537E+06   0.730082E+02
   607   0.205856E+04   0.202020E+02   0.297942E+02   0.608894E+06   0.739560E+02
   608   0.204969E+04   0.204981E+02   0.294847E+02   0.607258E+06   0.749095E+02
   609   0.204088E+04   0.207937E+02   0.291430E+02   0.605629E+06   0.758685E+02
   610   0.203198E+04   0.210895E+02   0.287691E+02   0.604006E+06   0.768329E+02
   611   0.202315E+04   0.213863E+02   0.283635E+02   0.602389E+06   0.778024E+02
   612   0.201438E+04   0.216841E+02   0.279271E+02   0.600778E+06   0.787767E+02
   613   0.200552E+04   0.219791E+02   0.274576E+02   0.599175E+06   0.797558E+02
   614   0.199680E+04   0.222759E+02   0.269563E+02   0.597577E+06   0.807394E+02
   615   0.198808E+04   0.225714E+02   0.264240E+02   0.595986E+06   0.817272E+02
   616   0.197941E+04   0.228679E+02   0.258607E+02   0.594400E+06   0.827192E+02
   617   0.197088E+04   0.231640E+02   0.252662E+02   0.592822E+06   0.837151E+02
   618   0.196234E+04   0.234595E+02   0.246399E+02   0.591249E+06   0.847146E+02
   619   0.195379E+04   0.237553E+02   0.239845E+02   0.589682E+06   0.857176E+02
   620   0.194545E+04   0.240484E+02   0.232980E+02   0.588122E+06   0.867239E+02
   621   0.193703E+04   0.243418E+02   0.225808E+02   0.586568E+06   0.877332E+02
   622   0.192874E+04   0.246339E+02   0.218331E+02   0.585020E+06   0.887454E+02
   623   0.192059E+04   0.249241E+02   0.210570E+02   0.583478E+06   0.897602E+02
   624   0.191243E+04   0.252131E+02   0.202509E+02   0.581942E+06   0.907776E+02
   625   0.190433E+04   0.255010E+02   0.194149E+02   0.580412E+06   0.917971E+02
   626   0.189636E+04   0.257876E+02   0.185502E+02   0.578888E+06   0.928187E+02
   627   0.188854E+04   0.260723E+02   0.176570E+02   0.577370E+06   0.938421E+02
   628   0.188077E+04   0.263550E+02   0.167352E+02   0.575858E+06   0.948672E+02
   629   0.187315E+04   0.266359E+02   0.157854E+02   0.574351E+06   0.958937E+02
   630   0.186551E+04   0.269148E+02   0.148068E+02   0.572851E+06   0.969214E+02
   631   0.185800E+04   0.271918E+02   0.138025E+02   0.571356E+06   0.979501E+02
   632   0.185071E+04   0.274662E+02   0.127700E+02   0.569868E+06   0.989797E+02
   633   0.184340E+04   0.277394E+02   0.117117E+02   0.568385E+06   0.100010E+03
   634   0.183631E+04   0.280085E+02   0.106274E+02   0.566907E+06   0.101040E+03
   635   0.182935E+04   0.282764E+02   0.951748E+01   0.565436E+06   0.102071E+03
   636   0.182238E+04   0.285425E+02   0.838257E+01   0.563970E+06   0.103102E+03
   637   0.181561E+04   0.288037E+02   0.722201E+01   0.562510E+06   0.104132E+03
   638   0.180899E+04   0.290637E+02   0.603792E+01   0.561056E+06   0.105162E+03
   639   0.180250E+04   0.293197E+02   0.482928E+01   0.559607E+06   0.106192E+03
   640   0.179615E+04   0.295737E+02   0.359765E+01   0.558163E+06   0.107221E+03
   641   0.178993E+04   0.298245E+02   0.234294E+01   0.556726E+06   0.108248E+03
   642   0.178377E+04   0.300711E+02   0.106589E+01   0.555293E+06   0.109275E+03
   643   0.177782E+04   0.303159E+02  -0.233069E+00   0.553867E+06   0.110300E+03
   644   0.177208E+04   0.305551E+02  -0.155331E+01   0.552445E+06   0.111323E+03
   645   0.176641E+04   0.307917E+02  -0.289459E+01   0.551029E+06   0.112344E+03
   646   0.176087E+04   0.310250E+02  -0.425628E+01   0.549619E+06   0.113364E+03
   647   0.175561E+04   0.312542E+02  -0.563828E+01   0.548214E+06   0.114381E+03
   648   0.175034E+04   0.314801E+02  -0.703870E+01   0.546814E+06   0.115396E+03
   649   0.174535E+04   0.317012E+02  -0.845833E+01   0.545420E+06   0.116408E+03
   650   0.174050E+04   0.319182E+02  -0.989574E+01   0.544031E+06   0.117417E+03
   651   0.173578E+04   0.321327E+02  -0.113510E+02   0.542647E+06   0.118423E+03
   652   0.173120E+04   0.323424E+02  -0.128233E+02   0.541268E+06   0.119426E+03
   653   0.172690E+04   0.325465E+02  -0.143113E+02   0.539895E+06   0.120425E+03
   654   0.172266E+04   0.327473E+02  -0.158142E+02   0.538527E+06   0.121421E+03
   655   0.171856E+04   0.329441E+02  -0.173329E+02   0.537164E+06   0.122414E+03
   656   0.171475E+04   0.331360E+02  -0.188659E+02   0.535806E+06   0.123402E+03
   657   0.171107E+04   0.333231E+02  -0.204117E+02   0.534453E+06   0.124387E+03
   658   0.170745E+04   0.335062E+02  -0.219711E+02   0.533106E+06   0.125368E+03
   659   0.170419E+04   0.336844E+02  -0.235426E+02   0.531763E+06   0.126345E+03
   660   0.170107E+04   0.338570E+02  -0.251256E+02   0.530425E+06   0.127318E+03
   661   0.169809E+04   0.340249E+02  -0.267187E+02   0.529093E+06   0.128286E+03
   662   0.169532E+04   0.341886E+02  -0.283232E+02   0.527766E+06   0.129250E+03
   663   0.169269E+04   0.343475E+02  -0.299378E+02   0.526443E+06   0.130209E+03
   664   0.169026E+04   0.345000E+02  -0.315603E+02   0.525126E+06   0.131163E+03
   665   0.168798E+04   0.346478E+02  -0.331914E+02   0.523813E+06   0.132113E+03
   666   0.168591E+04   0.347906E+02  -0.348297E+02   0.522505E+06   0.133057E+03
   667   0.168406E+04   0.349279E+02  -0.364753E+02   0.521203E+06   0.133997E+03
   668   0.168227E+04   0.350603E+02  -0.381274E+02   0.519905E+06   0.134931E+03
   669   0.168084E+04   0.351871E+02  -0.397846E+02   0.518612E+06   0.135860E+03
   670   0.167948E+04   0.353083E+02  -0.414455E+02   0.517323E+06   0.136783E+03
   671   0.167840E+04   0.354254E+02  -0.431115E+02   0.516040E+06   0.137701E+03
   672   0.167739E+04   0.355353E+02  -0.447811E+02   0.514761E+06   0.138613E+03
   673   0.167667E+04   0.356412E+02  -0.464523E+02   0.513488E+06   0.139519E+03
   674   0.167609E+04   0.357406E+02  -0.481258E+02   0.512218E+06   0.140419E+03
   675   0.167573E+04   0.358345E+02  -0.498009E+02   0.510954E+06   0.141313E+03
   676   0.167551E+04   0.359227E+02  -0.514753E+02   0.509694E+06   0.142200E+03
   677   0.167550E+04   0.360053E+02  -0.531500E+02   0.508439E+06   0.143082E+03
   678   0.167571E+04   0.360815E+02  -0.548240E+02   0.507189E+06   0.143956E+03
   679   0.167606E+04   0.361527E+02  -0.564961E+02   0.505943E+06   0.144824E+03
   680   0.167671E+04   0.362184E+02  -0.581662E+02   0.504702E+06   0.145686E+03
   681   0.167749E+04   0.362776E+02  -0.598322E+02   0.503465E+06   0.146540E+03
   682   0.167842E+04   0.363305E+02  -0.614956E+02   0.502233E+06   0.147387E+03
   683   0.167964E+04   0.363792E+02  -0.631556E+02   0.501005E+06   0.148228E+03
   684   0.168093E+04   0.364200E+02  -0.648100E+02   0.499782E+06   0.149061E+03
   685   0.168236E+04   0.364558E+02  -0.664590E+02   0.498563E+06   0.149886E+03
   686   0.168401E+04   0.364853E+02  -0.680936E+02   0.497349E+06   0.150704E+03
   687   0.168595E+04   0.365098E+02  -0.697250E+02   0.496140E+06   0.151514E+03
   688   0.168796E+04   0.365272E+02  -0.713510E+02   0.494934E+06   0.152317E+03
   689   0.169019E+04   0.365389E+02  -0.729643E+02   0.493733E+06   0.153112E+03
   690   0.169257E+04   0.365456E+02  -0.745722E+02   0.492537E+06   0.153898E+03
   691   0.169516E+04   0.365444E+02  -0.761674E+02   0.491344E+06   0.154676E+03
   692   0.169790E+04   0.365390E+02  -0.777499E+02   0.490156E+06   0.155446E+03
   693   0.170086E+04   0.365272E+02  -0.793272E+02   0.488973E+06   0.156208E+03
   694   0.170389E+04   0.365089E+02  -0.808845E+02   0.487793E+06   0.156961E+03
   695   0.170722E+04   0.364865E+02  -0.824292E+02   0.486618E+06   0.157706E+03
   696   0.171069E+04   0.364568E+02  -0.839763E+02   0.485447E+06   0.158441E+03
   697   0.171431E+04   0.364214E+02  -0.854959E+02   0.484281E+06   0.159168E+03
   698   0.171808E+04   0.363795E+02  -0.870031E+02   0.483118E+06   0.159885E+03
   699   0.172199E+04   0.363327E+02  -0.884905E+02   0.481960E+06   0.160594E+03
   700   0.172612E+04   0.362794E+02  -0.899654E+02   0.480806E+06   0.161293E+03
   701   0.173041E+04   0.362204E+02  -0.914280E+02   0.479655E+06   0.161982E+03
   702   0.173484E+04   0.361564E+02  -0.928634E+02   0.478509E+06   0.162662E+03
   703   0.173941E+04   0.360859E+02  -0.943012E+02   0.477367E+06   0.163333E+03
   704   0.174414E+04   0.360104E+02  -0.957044E+02   0.476229E+06   0.163994E+03
   705   0.174894E+04   0.359283E+02  -0.970877E+02   0.475096E+06   0.164645E+03
   706   0.175396E+04   0.358413E+02  -0.984586E+02   0.473966E+06   0.165286E+03
   707   0.175906E+04   0.357484E+02  -0.998097E+02   0.472840E+06   0.165918E+03
   708   0.176446E+04   0.356505E+02  -0.101126E+03   0.471718E+06   0.166540E+03
   709   0.176986E+04   0.355469E+02  -0.102437E+03   0.470600E+06   0.167151E+03
   710   0.177548E+04   0.354374E+02  -0.103721E+03   0.469486E+06   0.167753E+03
   711   0.178118E+04   0.353228E+02  -0.104978E+03   0.468376E+06   0.168344E+03
   712   0.178703E+04   0.352031E+02  -0.106222E+03   0.467270E+06   0.168926E+03
   713   0.179310E+04   0.350776E+02  -0.107432E+03   0.466168E+06   0.169497E+03
   714   0.179910E+04   0.349477E+02  -0.108621E+03   0.465069E+06   0.170058E+03
   715   0.180533E+04   0.348120E+02  -0.109791E+03   0.463975E+06   0.170608E+03
   716   0.181171E+04   0.346711E+02  -0.110933E+03   0.462884E+06   0.171148E+03
   717   0.181817E+04   0.345259E+02  -0.112041E+03   0.461797E+06   0.171678E+03
   718   0.182471E+04   0.343755E+02  -0.113136E+03   0.460714E+06   0.172197E+03
   719   0.183140E+04   0.342184E+02  -0.114188E+03   0.459635E+06   0.172705E+03
   720   0.183809E+04   0.340577E+02  -0.115228E+03   0.458559E+06   0.173203E+03
   721   0.184509E+04   0.338933E+02  -0.116226E+03   0.457487E+06   0.173690E+03
   722   0.185201E+04   0.337230E+02  -0.117197E+03   0.456419E+06   0.174166E+03
   723   0.185909E+04   0.335489E+02  -0.118147E+03   0.455355E+06   0.174632E+03
   724   0.186625E+04   0.333697E+02  -0.119070E+03   0.454294E+06   0.175086E+03
   725   0.187349E+04   0.331867E+02  -0.119958E+03   0.453237E+06   0.175529E+03
   726   0.188089E+04   0.330008E+02  -0.120811E+03   0.452184E+06   0.175962E+03
   727   0.188829E+04   0.328088E+02  -0.121644E+03   0.451134E+06   0.176383E+03
   728   0.189577E+04   0.326117E+02  -0.122442E+03   0.450088E+06   0.176793E+03
   729   0.190333E+04   0.324115E+02  -0.123213E+03   0.449045E+06   0.177191E+03
   730   0.191090E+04   0.322075E+02  -0.123949E+03   0.448006E+06   0.177579E+03
   731   0.191870E+04   0.319983E+02  -0.124649E+03   0.446971E+06   0.177955E+03
   732   0.192644E+04   0.317875E+02  -0.125315E+03   0.445939E+06   0.178319E+03
   733   0.193433E+04   0.315714E+02  -0.125961E+03   0.444911E+06   0.178672E+03
   734   0.194223E+04   0.313523E+02  -0.126557E+03   0.443886E+06   0.179014E+03
   735   0.195021E+04   0.311286E+02  -0.127140E+03   0.442865E+06   0.179343E+03
   736   0.195812E+04   0.309018E+02  -0.127673E+03   0.441847E+06   0.179661E+03
   737   0.196620E+04   0.306726E+02  -0.128186E+03   0.440832E+06   0.179968E+03
   738   0.197421E+04   0.304404E+02  -0.128649E+03   0.439821E+06   0.180262E+03
   739   0.198230E+04   0.302042E+02  -0.129085E+03   0.438814E+06   0.180544E+03
   740   0.199041E+04   0.299650E+02  -0.129493E+03   0.437810E+06   0.180815E+03
   741   0.199860E+04   0.297219E+02  -0.129866E+03   0.436809E+06   0.181073E+03
   742   0.200679E+04   0.294786E+02  -0.130197E+03   0.435812E+06   0.181320E+03
   743   0.201501E+04   0.292329E+02  -0.130499E+03   0.434818E+06   0.181554E+03
   744   0.202330E+04   0.289833E+02  -0.130760E+03   0.433827E+06   0.181776E+03
   745   0.203153E+04   0.287313E+02  -0.131000E+03   0.432839E+06   0.181986E+03
   746   0.203970E+04   0.284776E+02  -0.131182E+03   0.431855E+06   0.182183E+03
   747   0.204789E+04   0.282206E+02  -0.131345E+03   0.430874E+06   0.182368E+03
   748   0.205616E+04   0.279628E+02  -0.131472E+03   0.429897E+06   0.182540E+03
   749   0.206444E+04   0.277009E+02  -0.131572E+03   0.428922E+06   0.182700E+03
   750   0.207266E+04   0.274388E+02  -0.131629E+03   0.427951E+06   0.182847E+03
   751   0.208089E+04   0.271743E+02  -0.131651E+03   0.426983E+06   0.182981E+03
   752   0.208914E+04   0.269094E+02  -0.131630E+03   0.426018E+06   0.183103E+03
   753   0.209733E+04   0.266414E+02  -0.131581E+03   0.425057E+06   0.183213E+03
   754   0.210545E+04   0.263730E+02  -0.131490E+03   0.424098E+06   0.183310E+03
   755   0.211367E+04   0.261029E+02  -0.131370E+03   0.423143E+06   0.183394E+03
   756   0.212167E+04   0.258318E+02  -0.131216E+03   0.422191E+06   0.183467E+03
   757   0.212983E+04   0.255604E+02  -0.131018E+03   0.421242E+06   0.183527E+03
   758   0.213779E+04   0.252872E+02  -0.130785E+03   0.420296E+06   0.183575E+03
   759   0.214583E+04   0.250130E+02  -0.130523E+03   0.419353E+06   0.183611E+03
   760   0.215374E+04   0.247385E+02  -0.130226E+03   0.418413E+06   0.183635E+03
   761   0.216159E+04   0.244637E+02  -0.129894E+03   0.417477E+06   0.183648E+03
   762   0.216953E+04   0.241886E+02  -0.129525E+03   0.416543E+06   0.183648E+03
   763   0.217725E+04   0.239139E+02  -0.129121E+03   0.415612E+06   0.183637E+03
   764   0.218499E+04   0.236382E+02  -0.128688E+03   0.414685E+06   0.183615E+03
   765   0.219260E+04   0.233621E+02  -0.128212E+03   0.413760E+06   0.183581E+03
   766   0.220022E+04   0.230872E+02  -0.127707E+03   0.412838E+06   0.183535E+03
   767   0.220770E+04   0.228127E+02  -0.127166E+03   0.411920E+06   0.183478E+03
   768   0.221512E+04   0.225379E+02  -0.126582E+03   0.411004E+06   0.183410E+03
   769   0.222249E+04   0.222628E+02  -0.125976E+03   0.410091E+06   0.183331E+03
   770   0.222972E+04   0.219895E+02  -0.125335E+03   0.409182E+06   0.183241E+03
   771   0.223688E+04   0.217167E+02  -0.124656E+03   0.408275E+06   0.183140E+03
   772   0.224392E+04   0.214450E+02  -0.123935E+03   0.407371E+06   0.183028E+03
   773   0.225089E+04   0.211744E+02  -0.123191E+03   0.406470E+06   0.182905E+03
   774   0.225773E+04   0.209049E+02  -0.122419E+03   0.405571E+06   0.182771E+03
   775   0.226458E+04   0.206366E+02  -0.121610E+03   0.404676E+06   0.182627E+03
   776   0.227115E+04   0.203701E+02  -0.120772E+03   0.403784E+06   0.182472E+03
   777   0.227765E+04   0.201048E+02  -0.119898E+03   0.402894E+06   0.182307E+03
   778   0.228425E+04   0.198413E+02  -0.118987E+03   0.402007E+06   0.182132E+03
   779   0.229049E+04   0.195796E+02  -0.118054E+03   0.401123E+06   0.181946E+03
   780   0.229667E+04   0.193183E+02  -0.117084E+03   0.400242E+06   0.181750E+03
   781   0.230279E+04   0.190611E+02  -0.116092E+03   0.399364E+06   0.181544E+03
   782   0.230869E+04   0.188050E+02  -0.115078E+03   0.398488E+06   0.181328E+03
   783   0.231454E+04   0.185514E+02  -0.114020E+03   0.397615E+06   0.181102E+03
   784   0.232026E+04   0.183004E+02  -0.112932E+03   0.396745E+06   0.180866E+03
   785   0.232577E+04   0.180513E+02  -0.111823E+03   0.395878E+06   0.180620E+03
   786   0.233121E+04   0.178047E+02  -0.110661E+03   0.395013E+06   0.180365E+03
   787   0.233645E+04   0.175614E+02  -0.109484E+03   0.394151E+06   0.180100E+03
   788   0.234155E+04   0.173199E+02  -0.108285E+03   0.393292E+06   0.179826E+03
   789   0.234652E+04   0.170802E+02  -0.107064E+03   0.392436E+06   0.179542E+03
   790   0.235143E+04   0.168460E+02  -0.105805E+03   0.391582E+06   0.179249E+03
   791   0.235613E+04   0.166136E+02  -0.104516E+03   0.390730E+06   0.178946E+03
   792   0.236070E+04   0.163853E+02  -0.103212E+03   0.389882E+06   0.178635E+03
   793   0.236506E+04   0.161609E+02  -0.101871E+03   0.389036E+06   0.178314E+03
   794   0.236921E+04   0.159399E+02  -0.100514E+03   0.388192E+06   0.177985E+03
   795   0.237322E+04   0.157213E+02  -0.991276E+02   0.387352E+06   0.177646E+03
   796   0.237725E+04   0.155075E+02  -0.977255E+02   0.386513E+06   0.177299E+03
   797   0.238092E+04   0.152963E+02  -0.962931E+02   0.385678E+06   0.176943E+03
   798   0.238446E+04   0.150897E+02  -0.948452E+02   0.384845E+06   0.176578E+03
   799   0.238787E+04   0.148872E+02  -0.933744E+02   0.384014E+06   0.176205E+03
   800   0.239114E+04   0.146878E+02  -0.918806E+02   0.383186E+06   0.175824E+03
   801   0.239420E+04   0.144933E+02  -0.903711E+02   0.382361E+06   0.175434E+03
   802   0.239698E+04   0.143027E+02  -0.888237E+02   0.381538E+06   0.175035E+03
   803   0.239978E+04   0.141153E+02  -0.872754E+02   0.380717E+06   0.174629E+03
   804   0.240229E+04   0.139335E+02  -0.856965E+02   0.379899E+06   0.174214E+03
   805   0.240474E+04   0.137556E+02  -0.841018E+02   0.379084E+06   0.173791E+03
   806   0.240690E+04   0.135817E+02  -0.824913E+02   0.378271E+06   0.173361E+03
   807   0.240886E+04   0.134134E+02  -0.808650E+02   0.377460E+06   0.172922E+03
   808   0.241061E+04   0.132498E+02  -0.792153E+02   0.376652E+06   0.172476E+03
   809   0.241229E+04   0.130910E+02  -0.775570E+02   0.375846E+06   0.172022E+03
   810   0.241369E+04   0.129369E+02  -0.758754E+02   0.375043E+06   0.171560E+03
   811   0.241488E+04   0.127877E+02  -0.741785E+02   0.374242E+06   0.171091E+03
   812   0.241594E+04   0.126447E+02  -0.724708E+02   0.373443E+06   0.170614E+03
   813   0.241678E+04   0.125050E+02  -0.707514E+02   0.372647E+06   0.170130E+03
   814   0.241756E+04   0.123716E+02  -0.690182E+02   0.371853E+06   0.169638E+03
   815   0.241806E+04   0.122430E+02  -0.672732E+02   0.371062E+06   0.169140E+03
   816   0.241827E+04   0.121199E+02  -0.655165E+02   0.370273E+06   0.168634E+03
   817   0.241834E+04   0.120017E+02  -0.637488E+02   0.369486E+06   0.168121E+03
   818   0.241834E+04   0.118897E+02  -0.619707E+02   0.368702E+06   0.167601E+03
   819   0.241806E+04   0.117826E+02  -0.601830E+02   0.367920E+06   0.167075E+03
   820   0.241765E+04   0.116811E+02  -0.583857E+02   0.367141E+06   0.166541E+03
   821   0.241694E+04   0.115843E+02  -0.565816E+02   0.366363E+06   0.166001E+03
   822   0.241610E+04   0.114947E+02  -0.547693E+02   0.365588E+06   0.165454E+03
   823   0.241504E+04   0.114099E+02  -0.529494E+02   0.364816E+06   0.164900E+03
   824   0.241370E+04   0.113314E+02  -0.511227E+02   0.364045E+06   0.164340E+03
   825   0.241229E+04   0.112578E+02  -0.492914E+02   0.363277E+06   0.163774E+03
   826   0.241059E+04   0.111913E+02  -0.474546E+02   0.362511E+06   0.163201E+03
   827   0.240868E+04   0.111297E+02  -0.456146E+02   0.361747E+06   0.162623E+03
   828   0.240670E+04   0.110744E+02  -0.437705E+02   0.360986E+06   0.162038E+03
   829   0.240443E+04   0.110254E+02  -0.419240E+02   0.360227E+06   0.161446E+03
   830   0.240203E+04   0.109821E+02  -0.400770E+02   0.359470E+06   0.160849E+03
   831   0.239940E+04   0.109445E+02  -0.382281E+02   0.358715E+06   0.160246E+03
   832   0.239657E+04   0.109124E+02  -0.363788E+02   0.357963E+06   0.159638E+03
   833   0.239359E+04   0.108868E+02  -0.345297E+02   0.357212E+06   0.159023E+03
   834   0.239032E+04   0.108668E+02  -0.326809E+02   0.356464E+06   0.158403E+03
   835   0.238698E+04   0.108539E+02  -0.308337E+02   0.355718E+06   0.157777E+03
   836   0.238328E+04   0.108460E+02  -0.289882E+02   0.354975E+06   0.157146E+03
   837   0.237951E+04   0.108444E+02  -0.271457E+02   0.354233E+06   0.156509E+03
   838   0.237552E+04   0.108493E+02  -0.253063E+02   0.353493E+06   0.155867E+03
   839   0.237124E+04   0.108599E+02  -0.234699E+02   0.352756E+06   0.155220E+03
   840   0.236690E+04   0.108776E+02  -0.216387E+02   0.352021E+06   0.154568E+03
   841   0.236233E+04   0.109003E+02  -0.198141E+02   0.351288E+06   0.153910E+03
   842   0.235755E+04   0.109286E+02  -0.179932E+02   0.350557E+06   0.153248E+03
   843   0.235263E+04   0.109634E+02  -0.161818E+02   0.349828E+06   0.152580E+03
   844   0.234741E+04   0.110046E+02  -0.143762E+02   0.349101E+06   0.151908E+03
   845   0.234212E+04   0.110509E+02  -0.125793E+02   0.348376E+06   0.151231E+03
   846   0.233669E+04   0.111050E+02  -0.107917E+02   0.347654E+06   0.150550E+03
   847   0.233112E+04   0.111634E+02  -0.901289E+01   0.346933E+06   0.149864E+03
   848   0.232532E+04   0.112282E+02  -0.724487E+01   0.346214E+06   0.149173E+03
   849   0.231923E+04   0.112988E+02  -0.548696E+01   0.345498E+06   0.148478E+03
   850   0.231315E+04   0.113759E+02  -0.374024E+01   0.344783E+06   0.147778E+03
   851   0.230677E+04   0.114587E+02  -0.200527E+01   0.344071E+06   0.147075E+03
   852   0.230024E+04   0.115480E+02  -0.282464E+00   0.343360E+06   0.146367E+03
   853   0.229357E+04   0.116423E+02   0.142743E+01   0.342652E+06   0.145655E+03
   854   0.228668E+04   0.117431E+02   0.312299E+01   0.341945E+06   0.144939E+03
   855   0.227957E+04   0.118498E+02   0.480517E+01   0.341241E+06   0.144219E+03
   856   0.227246E+04   0.119607E+02   0.647208E+01   0.340538E+06   0.143495E+03
   857   0.226505E+04   0.120781E+02   0.812299E+01   0.339838E+06   0.142767E+03
   858   0.225750E+04   0.122029E+02   0.975787E+01   0.339139E+06   0.142035E+03
   859   0.224980E+04   0.123305E+02   0.113775E+02   0.338442E+06   0.141300E+03
   860   0.224203E+04   0.124647E+02   0.129788E+02   0.337748E+06   0.140561E+03
   861   0.223403E+04   0.126047E+02   0.145618E+02   0.337055E+06   0.139818E+03
   862   0.222588E+04   0.127499E+02   0.161272E+02   0.336364E+06   0.139072E+03
   863   0.221759E+04   0.129009E+02   0.176728E+02   0.335675E+06   0.138323E+03
   864   0.220915E+04   0.130563E+02   0.191994E+02   0.334988E+06   0.137570E+03
   865   0.220040E+04   0.132176E+02   0.207046E+02   0.334303E+06   0.136813E+03
   866   0.219188E+04   0.133840E+02   0.221892E+02   0.333620E+06   0.136054E+03
   867   0.218299E+04   0.135563E+02   0.236525E+02   0.332939E+06   0.135291E+03
   868   0.217402E+04   0.137331E+02   0.250945E+02   0.332259E+06   0.134525E+03
   869   0.216491E+04   0.139150E+02   0.265143E+02   0.331582E+06   0.133755E+03
   870   0.215564E+04   0.141014E+02   0.279112E+02   0.330906E+06   0.132983E+03
   871   0.214629E+04   0.142930E+02   0.292845E+02   0.330233E+06   0.132208E+03
   872   0.213680E+04   0.144898E+02   0.306349E+02   0.329561E+06   0.131430E+03
   873   0.212715E+04   0.146911E+02   0.319609E+02   0.328891E+06   0.130649E+03
   874   0.211742E+04   0.148976E+02   0.332618E+02   0.328223E+06   0.129866E+03
   875   0.210754E+04   0.151071E+02   0.345389E+02   0.327557E+06   0.129079E+03
   876   0.209751E+04   0.153226E+02   0.357909E+02   0.326892E+06   0.128290E+03
   877   0.208755E+04   0.155419E+02   0.370162E+02   0.326229E+06   0.127499E+03
   878   0.207729E+04   0.157650E+02   0.382155E+02   0.325569E+06   0.126705E+03
   879   0.206703E+04   0.159934E+02   0.393889E+02   0.324910E+06   0.125908E+03
   880   0.205668E+04   0.162256E+02   0.405355E+02   0.324252E+06   0.125109E+03
   881   0.204618E+04   0.164608E+02   0.416539E+02   0.323597E+06   0.124308E+03
   882   0.203560E+04   0.167006E+02   0.427448E+02   0.322944E+06   0.123505E+03
   883   0.202502E+04   0.169450E+02   0.438068E+02   0.322292E+06   0.122699E+03
   884   0.201421E+04   0.171918E+02   0.448419E+02   0.321642E+06   0.121891E+03
   885   0.200331E+04   0.174431E+02   0.458473E+02   0.320993E+06   0.121081E+03
   886   0.199241E+04   0.176984E+02   0.468236E+02   0.320347E+06   0.120270E+03
   887   0.198136E+04   0.179560E+02   0.477709E+02   0.319702E+06   0.119456E+03
   888   0.197037E+04   0.182182E+02   0.486884E+02   0.319059E+06   0.118640E+03
   889   0.195907E+04   0.184822E+02   0.495761E+02   0.318418E+06   0.117823E+03
