     2   0.107386E+04   0.507911E-01   0.159376E-05   0.322909E+01
     3   0.100445E+04   0.832319E-01   0.318803E-05   0.405817E+01
     4   0.938610E+03   0.939398E-01   0.531450E-05   0.418674E+01
     5   0.887547E+03   0.837659E-01   0.797383E-05   0.389485E+01
     6   0.850313E+03   0.623029E-01   0.111668E-04   0.340211E+01
     7   0.824400E+03   0.399525E-01   0.148945E-04   0.284862E+01
     8   0.806924E+03   0.231714E-01   0.191579E-04   0.232069E+01
     9   0.795953E+03   0.135569E-01   0.239583E-04   0.186301E+01
    10   0.790046E+03   0.945513E-02   0.292970E-04   0.150069E+01
    11   0.787757E+03   0.818545E-02   0.351755E-04   0.124365E+01
    12   0.789211E+03   0.770149E-02   0.415954E-04   0.109221E+01
    13   0.792669E+03   0.699795E-02   0.485584E-04   0.102558E+01
    14   0.797249E+03   0.614213E-02   0.560660E-04   0.101801E+01
    15   0.803233E+03   0.542665E-02   0.641202E-04   0.105161E+01
    16   0.811003E+03   0.509588E-02   0.727228E-04   0.111124E+01
    17   0.820458E+03   0.519594E-02   0.818756E-04   0.118178E+01
    18   0.830643E+03   0.552289E-02   0.915804E-04   0.125120E+01
    19   0.842406E+03   0.591909E-02   0.101839E-03   0.131309E+01
    20   0.854092E+03   0.632574E-02   0.112654E-03   0.136156E+01
    21   0.866047E+03   0.676567E-02   0.124026E-03   0.140149E+01
    22   0.878538E+03   0.735970E-02   0.135958E-03   0.143831E+01
    23   0.891379E+03   0.817953E-02   0.148451E-03   0.147383E+01
    24   0.904630E+03   0.924227E-02   0.161506E-03   0.150922E+01
    25   0.918236E+03   0.105671E-01   0.175126E-03   0.154661E+01
    26   0.932009E+03   0.121273E-01   0.189312E-03   0.158889E+01
    27   0.946180E+03   0.138755E-01   0.204065E-03   0.163389E+01
    28   0.960593E+03   0.157938E-01   0.219387E-03   0.167954E+01
    29   0.975308E+03   0.178895E-01   0.235279E-03   0.172420E+01
    30   0.990238E+03   0.201787E-01   0.251741E-03   0.176486E+01
    31   0.100526E+04   0.226482E-01   0.268774E-03   0.179903E+01
    32   0.102062E+04   0.252731E-01   0.286380E-03   0.182424E+01
    33   0.103633E+04   0.280584E-01   0.304559E-03   0.183750E+01
    34   0.105221E+04   0.310275E-01   0.323312E-03   0.183771E+01
    35   0.106824E+04   0.341985E-01   0.342637E-03   0.182861E+01
    36   0.108435E+04   0.375909E-01   0.362537E-03   0.181263E+01
    37   0.110054E+04   0.412023E-01   0.383011E-03   0.178600E+01
    38   0.111711E+04   0.450348E-01   0.404058E-03   0.174668E+01
    39   0.113405E+04   0.491001E-01   0.425679E-03   0.169696E+01
    40   0.115110E+04   0.534181E-01   0.447873E-03   0.164002E+01
    41   0.116836E+04   0.580092E-01   0.470640E-03   0.157786E+01
    42   0.118561E+04   0.628752E-01   0.493978E-03   0.150868E+01
    43   0.120299E+04   0.680130E-01   0.517888E-03   0.142970E+01
    44   0.122034E+04   0.734049E-01   0.542368E-03   0.133907E+01
    45   0.123804E+04   0.790435E-01   0.567417E-03   0.123500E+01
    46   0.125601E+04   0.849257E-01   0.593035E-03   0.111441E+01
    47   0.127410E+04   0.910528E-01   0.619221E-03   0.978953E+00
    48   0.129225E+04   0.974343E-01   0.645973E-03   0.834136E+00
    49   0.131055E+04   0.104057E+00   0.673290E-03   0.684862E+00
    50   0.132923E+04   0.110902E+00   0.701171E-03   0.529256E+00
    51   0.134806E+04   0.117942E+00   0.729615E-03   0.363655E+00
    52   0.136728E+04   0.125262E+00   0.758620E-03   0.182886E+00
